Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,LinkToPart,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension RV,Dimension SV,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QVSN28V500S,22228 ,5 in,5.91 in / 150 mm,15.83 in / 402 mm,17.13 in / 435 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvsn28v500s,Mounted Bearing,22228,5 in,Imperial,QVSN28V500SB/QVSN28V500SC/QVSN28V500SEB/QVSN28V500SEC/QVSN28V500SEM/QVSN28V500SEN/QVSN28V500SEO/QVSN28V500SET/QVSN28V500SM/QVSN28V500SN/QVSN28V500SO/QVSN28V500ST,Single V-Lock,Two-Bolt Pillow Block,0883450097949/0883450098618/0883450107723/0883450107914/0883450114585/0883450114783/0883450129466/0883450130097/0883450138192/0883450138321/0883450357876/0883450358002,5.91 in/150 mm,11.41 in/290 mm,7.48 in/190 mm,15.83 in/402 mm,17.13 in/435 mm,19.68 in/500 mm,4.61 in/117 mm,1.92 in/49 mm,1.25 in/30 mm,5.83 in/148 mm,0.01 in/.25 mm,5.82 in/147.8 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVP11V050S,22211 ,50 mm,2.25 in / 57.2 mm,6 in / 152.4 mm,7.13 in / 181.1 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvp11v050s,Mounted Bearing,22211,50 mm,Metric,QVP11V050SB/QVP11V050SC/QVP11V050SEB/QVP11V050SEC/QVP11V050SEM/QVP11V050SEN/QVP11V050SEO/QVP11V050SET/QVP11V050SM/QVP11V050SN/QVP11V050SO/QVP11V050ST,Single V-Lock,Two-Bolt Pillow Block,0883450014151/0883450032346/0883450094146/0883450094610/0883450106597/0883450106726/0883450113007/0883450113281/0883450125666/0883450126090/0883450137430/0883450137522,2.25 in/57.2 mm,4.81 in/122.2 mm,2.99 in/75.9 mm,6 in/152.4 mm,7.13 in/181.1 mm,8.88 in/225.6 mm,2.44 in/62 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.23 in/82 mm,0.06 in/1.5 mm,3.14 in/79.8 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1800 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPL11V050S,22211 ,50 mm,2.25 in / 57.2 mm,5.93 in / 150.6 mm,6.36 in / 161.5 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpl11v050s,Mounted Bearing,22211,50 mm,Metric,QVPL11V050SB/QVPL11V050SC/QVPL11V050SEB/QVPL11V050SEC/QVPL11V050SEM/QVPL11V050SEN/QVPL11V050SEO/QVPL11V050SET/QVPL11V050SM/QVPL11V050SN/QVPL11V050SO/QVPL11V050ST,Single V-Lock,Two-Bolt Pillow Block,0883450032674/0883450032780/0883450095945/0883450096416/0883450107129/0883450107259/0883450113984/0883450114127/0883450127462/0883450127899/0883450137799/0883450137881,2.25 in/57.2 mm,4.81 in/122.2 mm,2.99 in/75.9 mm,5.93 in/150.6 mm,6.36 in/161.5 mm,8.38 in/212.9 mm,2.44 in/62 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.23 in/82 mm,0.06 in/1.5 mm,3.14 in/79.8 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1800 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPN11V050S,22211 ,50 mm,2.75 in / 69.9 mm,6.5 in / 165.1 mm,8.7 in / 221 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpn11v050s,Mounted Bearing,22211,50 mm,Metric,QVPN11V050SB/QVPN11V050SC/QVPN11V050SEB/QVPN11V050SEC/QVPN11V050SEM/QVPN11V050SEN/QVPN11V050SEO/QVPN11V050SET/QVPN11V050SM/QVPN11V050SN/QVPN11V050SO/QVPN11V050ST,Single V-Lock,Two-Bolt Pillow Block,0883450145176/0883450145442/0883450151184/0883450151337/0883450161862/0883450162050/0883450181310/0883450181549/0883450200578/0883450240727/0883450281126/0883450281294,2.75 in/69.9 mm,5.33 in/135.4 mm,2.99 in/75.9 mm,6.5 in/165.1 mm,8.7 in/221 mm,9.88 in/251 mm,2.7 in/68.6 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.19 in/81 mm,0.04 in/1 mm,3.14 in/79.8 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1800 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPA11V050S,22211 ,50 mm,2.75 in / 69.9 mm,6.5 in / 155.1 mm,8.7 in / 221 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa11v050s,Mounted Bearing,22211,50 mm,Metric,QVPA11V050SB/QVPA11V050SC/QVPA11V050SEB/QVPA11V050SEC/QVPA11V050SEM/QVPA11V050SEN/QVPA11V050SEO/QVPA11V050SET/QVPA11V050SM/QVPA11V050SN/QVPA11V050SO/QVPA11V050ST,Single V-Lock,Two-Bolt Pillow Block,883450146289/883450146432/883450151788/883450151931/883450164467/883450166836/883450181990/883450182980/883450256896/883450259569/883450281744/883450281898,2.75 in/69.9 mm,5.33 in/135.4 mm,2.99 in/75.9 mm,6.5 in/155.1 mm,8.7 in/221 mm,9.88 in/250.8 mm,2.38 in/60.3 mm,1.25 in/31.8 mm,0.625 in/16 mm,2.58 in/65.7 mm,0.26 in/6.7 mm,2.32 in/59 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1800 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVSN11V050S,22211 ,50 mm,2.76 in / 70 mm,7.2 in / 183 mm,8.5 in / 216 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvsn11v050s,Mounted Bearing,22211,50 mm,Metric,QVSN11V050SB/QVSN11V050SC/QVSN11V050SEB/QVSN11V050SEC/QVSN11V050SEM/QVSN11V050SEN/QVSN11V050SEO/QVSN11V050SET/QVSN11V050SM/QVSN11V050SN/QVSN11V050SO/QVSN11V050ST,Single V-Lock,Two-Bolt Pillow Block,0883450097543/0883450098212/0883450107600/0883450107792/0883450114462/0883450114660/0883450129060/0883450129695/0883450138116/0883450138246/0883450357791/0883450357920,2.76 in/70 mm,5.35 in/136 mm,2.99 in/76 mm,7.2 in/183 mm,8.5 in/216 mm,10 in/254 mm,2.68 in/68 mm,1 in/25 mm,0.625 in/16 mm,3.35 in/85 mm,0.21 in/5.3 mm,3.14 in/79.8 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1800 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVP12V055S,22212 ,55 mm,2.5 in / 63.5 mm,6.5 in / 165.1 mm,7.88 in / 200.2 mm,39000 lbf / 174000 N,38100 lbf / 169000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvp12v055s,Mounted Bearing,22212,55 mm,Metric,QVP12V055SB/QVP12V055SC/QVP12V055SEB/QVP12V055SEC/QVP12V055SEM/QVP12V055SEN/QVP12V055SEO/QVP12V055SET/QVP12V055SM/QVP12V055SN/QVP12V055SO/QVP12V055ST/QVP12V055STNG,Single V-Lock,Two-Bolt Pillow Block,0883450014236/0883450032377/0883450094313/0883450094740/0883450106641/0883450106771/0883450113106/0883450113366/0883450125796/0883450126267/0883450137461/0883450137553/0883450433747,2.5 in/63.5 mm,5.25 in/133.4 mm,3.16 in/80.3 mm,6.5 in/165.1 mm,7.88 in/200.2 mm,9.63 in/244.6 mm,2.63 in/66.8 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.33 in/84.6 mm,0.05 in/1.3 mm,3.14 in/79.8 mm,39000 lbf/174000 N,38100 lbf/169000 N,0.24,2.84,4.23,2000 rpm,3500 rpm,1650 rpm,2000 rpm,3000 rpm,1550 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPA13V055S,22213 ,55 mm,3 in / 76.2 mm,7.2 in / 182.9 mm,9.2 in / 233.7 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa13v055s,Mounted Bearing,22213,55 mm,Metric,QVPA13V055SB/QVPA13V055SC/QVPA13V055SEB/QVPA13V055SEC/QVPA13V055SEM/QVPA13V055SEN/QVPA13V055SEO/QVPA13V055SET/QVPA13V055SM/QVPA13V055SN/QVPA13V055SO/QVPA13V055ST,Single V-Lock,Two-Bolt Pillow Block,0883450146333/0883450146487/0883450151832/0883450151986/0883450164511/0883450167567/0883450182041/0883450183031/0883450257596/0883450260039/0883450281799/0883450281942,3 in/76.2 mm,5.95 in/151.1 mm,3.16 in/80.3 mm,7.2 in/182.9 mm,9.2 in/233.7 mm,10.31 in/261.9 mm,2.7 in/68.6 mm,1.23 in/31.2 mm,0.625 in/16 mm,3.36 in/85.3 mm,0.08 in/2 mm,3.36 in/85.3 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPKT13V055S,22213 ,55 mm,3 in / 76.2 mm,7.66 in / 194.6 mm,8.78 in / 223 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpkt13v055s,Mounted Bearing,22213,55 mm,Metric,QVPKT13V055SB/QVPKT13V055SC/QVPKT13V055SEB/QVPKT13V055SEC/QVPKT13V055SEM/QVPKT13V055SEN/QVPKT13V055SEO/QVPKT13V055SET/QVPKT13V055SM/QVPKT13V055SN/QVPKT13V055SO/QVPKT13V055ST,Single V-Lock,Two-Bolt Pillow Block,0883450149020/0883450149051/0883450153591/0883450153621/0883450176682/0883450176712/0883450185790/0883450185820/0883450279345/0883450279376/0883450283540/0883450283571,3 in/76.2 mm,6.05 in/153.7 mm,3.16 in/80.3 mm,7.66 in/194.6 mm,8.78 in/223 mm,11.25 in/285.8 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.75 in/20 mm,3.46 in/87.9 mm,0.09 in/2.3 mm,3.36 in/85.3 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPL12V055S,22212 ,55 mm,2.5 in / 63.5 mm,6.5 in / 165.1 mm,7.06 in / 179.3 mm,39000 lbf / 174000 N,38100 lbf / 169000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpl12v055s,Mounted Bearing,22212,55 mm,Metric,QVPL12V055SB/QVPL12V055SC/QVPL12V055SEB/QVPL12V055SEC/QVPL12V055SEM/QVPL12V055SEN/QVPL12V055SEO/QVPL12V055SET/QVPL12V055SM/QVPL12V055SN/QVPL12V055SO/QVPL12V055ST,Single V-Lock,Two-Bolt Pillow Block,0883450032711/0883450096119/0883450096546/0883450107167/0883450107303/0883450114035/0883450114165/0883450127592/0883450128063/0883450137829/0883450137911/0883450357432,2.5 in/63.5 mm,5.25 in/133.4 mm,3.16 in/80.3 mm,6.5 in/165.1 mm,7.06 in/179.3 mm,8.88 in/225.6 mm,2.58 in/65.5 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.3 in/83.8 mm,0.05 in/1.3 mm,3.14 in/79.8 mm,39000 lbf/174000 N,38100 lbf/169000 N,0.24,2.84,4.23,2000 rpm,3500 rpm,1650 rpm,2000 rpm,3000 rpm,1550 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPN12V055S,22212 ,55 mm,2.76 in / 70 mm,7 in / 177.8 mm,8.63 in / 219.2 mm,39000 lbf / 174000 N,38100 lbf / 169000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpn12v055s,Mounted Bearing,22212,55 mm,Metric,QVPN12V055SB/QVPN12V055SC/QVPN12V055SEB/QVPN12V055SEC/QVPN12V055SEM/QVPN12V055SEN/QVPN12V055SEO/QVPN12V055SET/QVPN12V055SM/QVPN12V055SN/QVPN12V055SO/QVPN12V055ST,Single V-Lock,Two-Bolt Pillow Block,883450421942/883450421959/883450421966/883450421973/883450421980/883450421997/883450422000/883450422017/883450422024/883450422031/883450422048/883450422055,2.76 in/70 mm,5.53 in/140.5 mm,3.16 in/80.3 mm,7 in/177.8 mm,8.63 in/219.2 mm,10 in/254 mm,2.38 in/60.5 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.2 in/81.3 mm,0.22 in/5.7 mm,2.44 in/62 mm,39000 lbf/174000 N,38100 lbf/169000 N,0.24,2.84,4.23,2000 rpm,3500 rpm,1650 rpm,2000 rpm,3000 rpm,1550 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVSN12V055S,22212 ,55 mm,2.76 in / 70 mm,7.2 in / 183 mm,8.5 in / 216 mm,39000 lbf / 174000 N,38100 lbf / 169000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvsn12v055s,Mounted Bearing,22212,55 mm,Metric,QVSN12V055SB/QVSN12V055SC/QVSN12V055SEB/QVSN12V055SEC/QVSN12V055SEM/QVSN12V055SEN/QVSN12V055SEO/QVSN12V055SET/QVSN12V055SM/QVSN12V055SN/QVSN12V055SO/QVSN12V055ST,Single V-Lock,Two-Bolt Pillow Block,0883450097710/0883450098342/0883450107648/0883450107846/0883450114516/0883450114707/0883450129190/0883450129862/0883450138147/0883450138277/0883450357821/0883450357951,2.76 in/70 mm,5.55 in/141 mm,3.15 in/80 mm,7.2 in/183 mm,8.5 in/216 mm,10 in/254 mm,2.68 in/68 mm,1 in/25 mm,0.625 in/16 mm,3.35 in/85 mm,0.21 in/5.3 mm,3.14 in/79.8 mm,39000 lbf/174000 N,38100 lbf/169000 N,0.24,2.84,4.23,2000 rpm,3500 rpm,1650 rpm,2000 rpm,3000 rpm,1550 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVP14V060S,22214 ,60 mm,2.75 in / 69.9 mm,6.88 in / 174.8 mm,8.63 in / 219.2 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvp14v060s,Mounted Bearing,22214,60 mm,Metric,QVP14V060SB/QVP14V060SC/QVP14V060SEB/QVP14V060SEC/QVP14V060SEM/QVP14V060SEN/QVP14V060SEO/QVP14V060SET/QVP14V060SM/QVP14V060SN/QVP14V060SO/QVP14V060ST,Single V-Lock,Two-Bolt Pillow Block,0883450110471/0883450110495/0883450110501/0883450110518/0883450170536/0883450171281/0883450202053/0883450202435/0883450214476/0883450214858/0883450226899/0883450227278,2.75 in/69.9 mm,5.8 in/147.3 mm,3.7 in/94 mm,6.88 in/174.8 mm,8.63 in/219.2 mm,10.25 in/260.4 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.625 in/16 mm,3.5 in/88.9 mm,0.21 in/5.3 mm,3.19 in/81 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPA15V060S,22215 ,60 mm,3.25 in / 82.6 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpa15v060s,Mounted Bearing,22215,60 mm,Metric,QVPA15V060SB/QVPA15V060SC/QVPA15V060SEB/QVPA15V060SEC/QVPA15V060SEM/QVPA15V060SEN/QVPA15V060SEO/QVPA15V060SET/QVPA15V060SM/QVPA15V060SN/QVPA15V060SO/QVPA15V060ST,Single V-Lock,Two-Bolt Pillow Block,0883450047722/0883450047791/0883450206020/0883450206174/0883450218450/0883450218603/0883450230872/0883450231022/0883450239615/0883450239769/0883450244572/0883450244725,3.25 in/82.6 mm,6.43 in/163.3 mm,3.7 in/94 mm,7.88 in/200.2 mm,9.63 in/244.6 mm,10.88 in/276.4 mm,2.7 in/68.6 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.4 in/86.4 mm,0.11 in/2.8 mm,3.25 in/82.6 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPKT15V060S,22215 ,60 mm,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpkt15v060s,Mounted Bearing,22215,60 mm,Metric,QVPKT15V060SB/QVPKT15V060SC/QVPKT15V060SEB/QVPKT15V060SEC/QVPKT15V060SEM/QVPKT15V060SEN/QVPKT15V060SEO/QVPKT15V060SET/QVPKT15V060SM/QVPKT15V060SN/QVPKT15V060SO/QVPKT15V060ST,Single V-Lock,Two-Bolt Pillow Block,0883450056861/0883450056960/0883450206921/0883450206969/0883450219358/0883450219396/0883450231770/0883450231817/0883450240512/0883450240550/0883450245470/0883450245517,3.5 in/88.9 mm,6.05 in/153.7 mm,3.7 in/94 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,13 in/330.2 mm,2.98 in/75.7 mm,1.38 in/35.1 mm,0.875 in/24 mm,3.54 in/89.9 mm,0.14 in/3.6 mm,3.25 in/82.6 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPL14V060S,22214 ,60 mm,2.75 in / 69.9 mm,6.81 in / 173 mm,7.44 in / 189 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpl14v060s,Mounted Bearing,22214,60 mm,Metric,QVPL14V060SB/QVPL14V060SC/QVPL14V060SEB/QVPL14V060SEC/QVPL14V060SEM/QVPL14V060SEN/QVPL14V060SEO/QVPL14V060SET/QVPL14V060SM/QVPL14V060SN/QVPL14V060SO/QVPL14V060ST,Single V-Lock,Two-Bolt Pillow Block,0883450112758/0883450112772/0883450112789/0883450112796/0883450172042/0883450172806/0883450202817/0883450203197/0883450215237/0883450215619/0883450227650/0883450228039,2.75 in/69.9 mm,5.8 in/147.3 mm,3.7 in/94 mm,6.81 in/173 mm,7.44 in/189 mm,9.25 in/235 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.625 in/16 mm,3.5 in/88.9 mm,0.2 in/5.1 mm,3.19 in/81 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPN14V060S,22214 ,60 mm,3.15 in / 80 mm,7.72 in / 196 mm,9.25 in / 235 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpn14v060s,Mounted Bearing,22214,60 mm,Metric,QVPN14V060SB/QVPN14V060SC/QVPN14V060SEB/QVPN14V060SEC/QVPN14V060SEM/QVPN14V060SEN/QVPN14V060SEO/QVPN14V060SET/QVPN14V060SM/QVPN14V060SN/QVPN14V060SO/QVPN14V060ST,Single V-Lock,Two-Bolt Pillow Block,883450422062/883450422079/883450422086/883450422093/883450422109/883450422116/883450422123/883450422130/883450422147/883450422154/883450422161/883450422178,3.15 in/80 mm,6.18 in/157 mm,3.7 in/94 mm,7.72 in/196 mm,9.25 in/235 mm,10.83 in/275 mm,2.91 in/74 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.5 in/89 mm,0.23 in/5.9 mm,3.22 in/81.7 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVSN14V060S,22214 ,60 mm,3.15 in / 80 mm,7.72 in / 196 mm,9.25 in / 235 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvsn14v060s,Mounted Bearing,22214,60 mm,Metric,QVSN14V060SB/QVSN14V060SC/QVSN14V060SEB/QVSN14V060SEC/QVSN14V060SEM/QVSN14V060SEN/QVSN14V060SEO/QVSN14V060SET/QVSN14V060SM/QVSN14V060SN/QVSN14V060SO/QVSN14V060ST,Single V-Lock,Two-Bolt Pillow Block,0883450177368/0883450177559/0883450177566/0883450177801/0883450177993/0883450178013/0883450204972/0883450205351/0883450217392/0883450217774/0883450229814/0883450230193,3.15 in/80 mm,6.18 in/157 mm,3.7 in/94 mm,7.72 in/196 mm,9.25 in/235 mm,10.83 in/275 mm,2.91 in/74 mm,1.38 in/35 mm,0.625 in/16 mm,3.5 in/89 mm,0.31 in/7.9 mm,3.19 in/81 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPXT14V060S,22214 ,60 mm,3 in / 76.2 mm,7.66 in / 194.6 mm,8.78 in / 233 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvpxt14v060s,Mounted Bearing,22214,60 mm,Metric,QVPXT14V060SB/QVPXT14V060SC/QVPXT14V060SEB/QVPXT14V060SEC/QVPXT14V060SEM/QVPXT14V060SEN/QVPXT14V060SEO/QVPXT14V060SET/QVPXT14V060SM/QVPXT14V060SN/QVPXT14V060SO/QVPXT14V060ST,Single V-Lock,Two-Bolt Pillow Block,,3 in/76.2 mm,6.05 in/153.7 mm,3.7 in/94 mm,7.66 in/194.6 mm,8.78 in/233 mm,11.25 in/285.8 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.75 in/20 mm,3.5 in/88.9 mm,0.26 in/6.6 mm,3.19 in/81 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVP14V065S,22214 ,65 mm,2.75 in / 69.9 mm,6.88 in / 174.8 mm,8.63 in / 219.2 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,https://cad.timken.com/item/single-v-lock-solid-block-mounted-bearings/single-v-lock-two-bolt-pillow-block/qvp14v065s,Mounted Bearing,22214,65 mm,Metric,QVP14V065SB/QVP14V065SC/QVP14V065SEB/QVP14V065SEC/QVP14V065SEM/QVP14V065SEN/QVP14V065SEO/QVP14V065SET/QVP14V065SM/QVP14V065SN/QVP14V065SO/QVP14V065ST,Single V-Lock,Two-Bolt Pillow Block,0883450110532/0883450110556/0883450110563/0883450110570/0883450170567/0883450171311/0883450202084/0883450202466/0883450214506/0883450214889/0883450226929/0883450227308,2.75 in/69.9 mm,5.8 in/147.3 mm,3.7 in/94 mm,6.88 in/174.8 mm,8.63 in/219.2 mm,10.25 in/260.4 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.625 in/16 mm,3.5 in/88.9 mm,0.21 in/5.3 mm,3.19 in/81 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
