Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,LinkToPart,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension KA,Dimension L,Dimension M,Dimension RA,Dimension SA,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QASN09A040S,22209 ,40 mm,2.36 in / 60 mm,6.26 in / 159 mm,6.89 in / 175 mm,24200 lbf / 108000 N,24500 lbf / 109000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qasn09a040s,Mounted Bearing,22209,40 mm,Metric,QASN09A040SB/QASN09A040SC/QASN09A040SEB/QASN09A040SEC/QASN09A040SEM/QASN09A040SEN/QASN09A040SEO/QASN09A040SET/QASN09A040SM/QASN09A040SN/QASN09A040SO/QASN09A040ST,Single Concentric,Two-Bolt Pillow Block,883450963237/883450963244/883450963251/883450964142/883450964159/883450964166/883450964173/883450964180/883450964197/883450964203/883450964210/883450964227,2.36 in/60 mm,4.37 in/111 mm,2.63 in/66.8 mm,6.26 in/159 mm,6.89 in/175 mm,8.07 in/205 mm,2.44 in/62 mm,1.38 in/35 mm,0.5 in/12 mm,0.98 in/25 mm,3.11 in/78 mm,1.88 in/47.8 mm,0.22 in/5.6 mm,2.87 in/73 mm,24200 lbf/108000 N,24500 lbf/109000 N,0.26,2.64,3.93,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0014,0.0022,0.0014 in/0.035 mm,0.0022 in/0.055 mm
QAPMD09A040S,22209 ,40 mm,2.13 in / 54.1 mm,5.5 in / 139.7 mm,6.19 in / 157.2 mm,24200 lbf / 108000 N,24500 lbf / 109000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapmd09a040s,Mounted Bearing,22209,40 mm,Metric,,Single Concentric,Two-Bolt Pillow Block,,2.13 in/54.1 mm,4.46 in/113.3 mm,2.63 in/66.8 mm,5.5 in/139.7 mm,6.19 in/157.2 mm,7.44 in/189 mm,2.44 in/62 mm,1 in/25.4 mm,0.5 in/12 mm,1 in/25.4 mm,3.1 in/78.7 mm,1.88 in/47.8 mm,0.22 in/5.6 mm,2.88 in/73.2 mm,24200 lbf/108000 N,24500 lbf/109000 N,0.26,2.64,3.93,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0014,0.0022,0.0014 in/0.035 mm,0.0022 in/0.055 mm
QAP09A040S - Stainless,22209 ,40 mm,2.25 in / 57.2 mm,6.25 in / 158.8 mm,7.12 in / 180.8 mm,24200 lbf / 108000 N,24500 lbf / 109000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap09a040s-stainless,Mounted Bearing,22209,40 mm,Metric,QAP09A040SBSS/QAP09A040SCSS/QAP09A040SEBSS/QAP09A040SECSS/QAP09A040SEMSS/QAP09A040SENSS/QAP09A040SEOSS/QAP09A040SETSS/QAP09A040SMSS/QAP09A040SNSS/QAP09A040SOSS/QAP09A040STSS,Single Concentric,Two-Bolt Pillow Block,883450700528/883450700535/883450700542/883450700559/883450700566/883450700573/883450700580/883450700597/883450700603/883450700610/883450700627/883450700634,2.25 in/57.2 mm,4.25 in/108 mm,2.63 in/66.8 mm,6.25 in/158.8 mm,7.12 in/180.8 mm,8.88 in/225.6 mm,2.44 in/62 mm,1.25 in/31.8 mm,0.625 in/16 mm,1 in/25.4 mm,3.07 in/78 mm,1.88 in/47.8 mm,0.22 in/5.6 mm,2.88 in/73.2 mm,24200 lbf/108000 N,24500 lbf/109000 N,0.26,2.64,3.93,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0014,0.0022,0.0014 in/0.035 mm,0.0022 in/0.055 mm
QAP09A045S,22209 ,45 mm,2.25 in / 57.2 mm,6.25 in / 158.8 mm,7.12 in / 180.8 mm,24200 lbf / 108000 N,24500 lbf / 109000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap09a045s,Mounted Bearing,22209,45 mm,Metric,QAP09A045SB/QAP09A045SC/QAP09A045SEB/QAP09A045SEC/QAP09A045SEM/QAP09A045SEN/QAP09A045SEO/QAP09A045SET/QAP09A045SM/QAP09A045SN/QAP09A045SO/QAP09A045ST,Single Concentric,Two-Bolt Pillow Block,883450962414/883450962421/883450962438/883450962445/883450962452/883450962469/883450962476/883450962483/883450962490/883450962506/883450962513/883450962520,2.25 in/57.2 mm,4.25 in/108 mm,2.63 in/66.8 mm,6.25 in/158.8 mm,7.12 in/180.8 mm,8.88 in/225.6 mm,2.44 in/62 mm,1.25 in/31.8 mm,0.625 in/16 mm,1 in/25.4 mm,3.07 in/78 mm,1.88 in/47.8 mm,0.22 in/5.6 mm,2.88 in/73.2 mm,24200 lbf/108000 N,24500 lbf/109000 N,0.26,2.64,3.93,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0014,0.0022,0.0014 in/0.035 mm,0.0022 in/0.055 mm
QAPL09A045S,22209 ,45 mm,2.13 in / 54.1 mm,5.25 in / 133.4 mm,5.75 in / 146.1 mm,24200 lbf / 108000 N,24500 lbf / 109000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapl09a045s,Mounted Bearing,22209,45 mm,Metric,QAPL09A045SB/QAPL09A045SC/QAPL09A045SEB/QAPL09A045SEC/QAPL09A045SEM/QAPL09A045SEN/QAPL09A045SEO/QAPL09A045SET/QAPL09A045SM/QAPL09A045SN/QAPL09A045SO/QAPL09A045ST,Single Concentric,Two-Bolt Pillow Block,883450962896/883450962902/883450962919/883450962926/883450962933/883450962940/883450962957/883450962964/883450962971/883450962988/883450962995/883450963008,2.13 in/54.1 mm,4.13 in/104.9 mm,2.63 in/66.8 mm,5.25 in/133.4 mm,5.75 in/146.1 mm,7.13 in/181.1 mm,2.37 in/60.2 mm,1.25 in/31.8 mm,0.5 in/12 mm,1 in/25.4 mm,3.06 in/78 mm,1.88 in/47.8 mm,0.22 in/5.6 mm,2.88 in/73.2 mm,24200 lbf/108000 N,24500 lbf/109000 N,0.26,2.64,3.93,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0014,0.0022,0.0014 in/0.035 mm,0.0022 in/0.055 mm
QASN09A045S,22209 ,45 mm,2.36 in / 60 mm,6.26 in / 159 mm,6.89 in / 175 mm,24200 lbf / 108000 N,24500 lbf / 109000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qasn09a045s,Mounted Bearing,22209,45 mm,Metric,QASN09A045SB/QASN09A045SC/QASN09A045SEB/QASN09A045SEC/QASN09A045SEM/QASN09A045SEN/QASN09A045SEO/QASN09A045SET/QASN09A045SM/QASN09A045SN/QASN09A045SO/QASN09A045ST,Single Concentric,Two-Bolt Pillow Block,883450963268/883450963275/883450963282/883450963299/883450963305/883450963312/883450963329/883450963336/883450963343/883450963350/883450963367/883450963374,2.36 in/60 mm,4.37 in/111 mm,2.63 in/66.8 mm,6.26 in/159 mm,6.89 in/175 mm,8.07 in/205 mm,2.44 in/62 mm,1.38 in/35 mm,0.5 in/12 mm,0.98 in/25 mm,3.11 in/78 mm,1.88 in/47.8 mm,0.22 in/5.6 mm,2.87 in/73 mm,24200 lbf/108000 N,24500 lbf/109000 N,0.26,2.64,3.93,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0014,0.0022,0.0014 in/0.035 mm,0.0022 in/0.055 mm
QAPMD09A045S,22209 ,45 mm,2.25 in / 57.2 mm,6 in / 152.4 mm,6.68 in / 169.7 mm,24200 lbf / 108000 N,24500 lbf / 109000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapmd09a045s,Mounted Bearing,22209,45 mm,Metric,,Single Concentric,Two-Bolt Pillow Block,,2.25 in/57.2 mm,4.58 in/116.3 mm,2.63 in/66.8 mm,6 in/152.4 mm,6.68 in/169.7 mm,8.12 in/206.2 mm,2.44 in/62 mm,1.25 in/31.8 mm,0.625 in/16 mm,1 in/25.4 mm,3.1 in/78.7 mm,1.88 in/47.8 mm,0.22 in/5.6 mm,2.88 in/73.2 mm,24200 lbf/108000 N,24500 lbf/109000 N,0.26,2.64,3.93,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0014,0.0022,0.0014 in/0.035 mm,0.0022 in/0.055 mm
QAP09A045S - Stainless,22209 ,45 mm,2.25 in / 57.2 mm,6.25 in / 158.8 mm,7.12 in / 180.8 mm,24200 lbf / 108000 N,24500 lbf / 109000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap09a045s-stainless,Mounted Bearing,22209,45 mm,Metric,QAP09A045SBSS/QAP09A045SCSS/QAP09A045SEBSS/QAP09A045SECSS/QAP09A045SEMSS/QAP09A045SENSS/QAP09A045SEOSS/QAP09A045SETSS/QAP09A045SMSS/QAP09A045SNSS/QAP09A045SOSS/QAP09A045STSS,Single Concentric,Two-Bolt Pillow Block,883450700764/883450700771/883450700788/883450700795/883450700801/883450700818/883450700825/883450700832/883450700849/883450700856/883450700863/883450700870,2.25 in/57.2 mm,4.25 in/108 mm,2.63 in/66.8 mm,6.25 in/158.8 mm,7.12 in/180.8 mm,8.88 in/225.6 mm,2.44 in/62 mm,1.25 in/31.8 mm,0.625 in/16 mm,1 in/25.4 mm,3.07 in/78 mm,1.88 in/47.8 mm,0.22 in/5.6 mm,2.88 in/73.2 mm,24200 lbf/108000 N,24500 lbf/109000 N,0.26,2.64,3.93,2700 rpm,4500 rpm,1950 rpm,2700 rpm,4000 rpm,1950 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0014,0.0022,0.0014 in/0.035 mm,0.0022 in/0.055 mm
QAP10A050S,22210 ,50 mm,2.25 in / 57.2 mm,6 in / 152.4 mm,7.13 in / 181.1 mm,26600 lbf / 118000 N,26300 lbf / 117000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap10a050s,Mounted Bearing,22210,50 mm,Metric,QAP10A050SB/QAP10A050SC/QAP10A050SEB/QAP10A050SEC/QAP10A050SEM/QAP10A050SEN/QAP10A050SEO/QAP10A050SET/QAP10A050SM/QAP10A050SN/QAP10A050SO/QAP10A050ST,Single Concentric,Two-Bolt Pillow Block,0883450044202/0883450044219/0883450044233/0883450044240/0883450044257/0883450044264/0883450044271/0883450044288/0883450187848/0883450188005/0883450265348/0883450265508,2.25 in/57.2 mm,4.81 in/122.2 mm,2.88 in/73.2 mm,6 in/152.4 mm,7.13 in/181.1 mm,8.88 in/225.6 mm,2.44 in/62 mm,1.25 in/31.8 mm,0.625 in/16 mm,1 in/25.4 mm,3.11 in/79 mm,1.87 in/47.5 mm,0.24 in/6.1 mm,2.87 in/72.9 mm,26600 lbf/118000 N,26300 lbf/117000 N,0.24,2.84,4.23,2400 rpm,4200 rpm,1800 rpm,2400 rpm,3550 rpm,1800 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QAPL10A050S,22210 ,50 mm,2.25 in / 57.2 mm,5.93 in / 150.6 mm,6.36 in / 161.5 mm,26600 lbf / 118000 N,26300 lbf / 117000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapl10a050s,Mounted Bearing,22210,50 mm,Metric,QAPL10A050SB/QAPL10A050SC/QAPL10A050SEB/QAPL10A050SEC/QAPL10A050SEM/QAPL10A050SEN/QAPL10A050SEO/QAPL10A050SET/QAPL10A050SM/QAPL10A050SN/QAPL10A050SO/QAPL10A050ST,Single Concentric,Two-Bolt Pillow Block,0883450046909/0883450046916/0883450046930/0883450046947/0883450046954/0883450046961/0883450046978/0883450046985/0883450188487/0883450188647/0883450265980/0883450266147,2.25 in/57.2 mm,4.81 in/122.2 mm,2.88 in/73.2 mm,5.93 in/150.6 mm,6.36 in/161.5 mm,8.38 in/212.9 mm,2.44 in/62 mm,1.25 in/31.8 mm,0.625 in/16 mm,1 in/25.4 mm,3.11 in/79 mm,1.87 in/47.5 mm,0.24 in/6.1 mm,2.87 in/72.9 mm,26600 lbf/118000 N,26300 lbf/117000 N,0.24,2.84,4.23,2400 rpm,4200 rpm,1800 rpm,2400 rpm,3550 rpm,1800 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QAP10A050S - Stainless,22210 ,50 mm,2.25 in / 57.2 mm,6 in / 152.4 mm,7.13 in / 181.1 mm,26600 lbf / 118000 N,26300 lbf / 117000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap10a050s-stainless,Mounted Bearing,22210,50 mm,Metric,QAP10A050SBSS/QAP10A050SCSS/QAP10A050SEBSS/QAP10A050SECSS/QAP10A050SEMSS/QAP10A050SENSS/QAP10A050SEOSS/QAP10A050SETSS/QAP10A050SMSS/QAP10A050SNSS/QAP10A050SOSS/QAP10A050STSS,Single Concentric,Two-Bolt Pillow Block,0883450701365/0883450701372/0883450701389/0883450701396/0883450701402/0883450701419/0883450701426/0883450701433/0883450701440/0883450701457/0883450701464/0883450701471,2.25 in/57.2 mm,4.81 in/122.2 mm,2.88 in/73.2 mm,6 in/152.4 mm,7.13 in/181.1 mm,8.88 in/225.6 mm,2.44 in/62 mm,1.25 in/31.8 mm,0.625 in/16 mm,1 in/25.4 mm,3.11 in/79 mm,1.87 in/47.5 mm,0.24 in/6.1 mm,2.87 in/72.9 mm,26600 lbf/118000 N,26300 lbf/117000 N,0.24,2.84,4.23,2400 rpm,4200 rpm,1800 rpm,2400 rpm,3550 rpm,1800 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QASN10A050S,22210 ,50 mm,2.76 in / 70 mm,7.2 in / 183 mm,8.5 in / 216 mm,26600 lbf / 118000 N,26300 lbf / 117000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qasn10a050s-4,Mounted Bearing,22210,50 mm,Metric,QASN10A050SB/QASN10A050SC/QASN10A050SEB/QASN10A050SEC/QASN10A050SEM/QASN10A050SEN/QASN10A050SEO/QASN10A050SET/QASN10A050SM/QASN10A050SN/QASN10A050SO/QASN10A050ST,Single Concentric,Two-Bolt Pillow Block,0883450351744/0883450351751/0883450351768/0883450351775/0883450351782/0883450352772/0883450352789/0883450352796/0883450352802/0883450352819/0883450352826/0883450352833,2.76 in/70 mm,5.35 in/136 mm,2.87 in/73 mm,7.2 in/183 mm,8.5 in/216 mm,10 in/254 mm,2.68 in/68 mm,0.98 in/25 mm,0.625 in/16 mm,1 in/25.4 mm,3.23 in/82 mm,1.89 in/48 mm,0.35 in/9 mm,2.87 in/73 mm,26600 lbf/118000 N,26300 lbf/117000 N,0.24,2.84,4.23,2400 rpm,4200 rpm,1800 rpm,2400 rpm,3550 rpm,1800 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QAPMD10A050S,22210 ,50 mm,2.5 in / 63.5 mm,6.38 in / 162.1 mm,7.44 in / 189 mm,26600 lbf / 118000 N,26300 lbf / 117000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapmd10a050s,Mounted Bearing,22210,50 mm,Metric,,Single Concentric,Two-Bolt Pillow Block,,2.5 in/63.5 mm,5 in/127 mm,2.88 in/73.2 mm,6.38 in/162.1 mm,7.44 in/189 mm,8.88 in/225.6 mm,2.44 in/62 mm,1.25 in/31.8 mm,0.625 in/16 mm,1 in/25.4 mm,3.11 in/79 mm,1.87 in/47.5 mm,0.24 in/6.1 mm,2.87 in/72.9 mm,26600 lbf/118000 N,26300 lbf/117000 N,0.24,2.84,4.23,2400 rpm,4200 rpm,1800 rpm,2400 rpm,3550 rpm,1800 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QAP11A055S,22211 ,55 mm,2.5 in / 63.5 mm,6.5 in / 165.1 mm,7.88 in / 200.2 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap11a055s,Mounted Bearing,22211,55 mm,Metric,QAP11A055SB/QAP11A055SC/QAP11A055SEB/QAP11A055SEC/QAP11A055SEM/QAP11A055SEN/QAP11A055SEO/QAP11A055SET/QAP11A055SM/QAP11A055SN/QAP11A055SO/QAP11A055ST,Single Concentric,Two-Bolt Pillow Block,0883450330725/0883450330732/0883450330749/0883450330756/0883450330763/0883450330770/0883450330787/0883450330794/0883450330800/0883450330817/0883450330824/0883450330831,2.5 in/63.5 mm,5.25 in/133.4 mm,3.25 in/82.6 mm,6.5 in/165.1 mm,7.88 in/200.2 mm,9.63 in/244.6 mm,2.63 in/66.8 mm,1.25 in/31.8 mm,0.625 in/16 mm,1.13 in/28.7 mm,3.32 in/84.3 mm,2 in/50.8 mm,0.19 in/4.8 mm,3.13 in/79.5 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1600 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QAPL11A055S,22211 ,55 mm,2.5 in / 63.5 mm,6.5 in / 165.1 mm,7.06 in / 179.3 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapl11a055s,Mounted Bearing,22211,55 mm,Metric,QAPL11A055SB/QAPL11A055SC/QAPL11A055SEB/QAPL11A055SEC/QAPL11A055SEM/QAPL11A055SEN/QAPL11A055SEO/QAPL11A055SET/QAPL11A055SM/QAPL11A055SN/QAPL11A055SO/QAPL11A055ST,Single Concentric,Two-Bolt Pillow Block,0883450332286/0883450332293/0883450332309/0883450332316/0883450332323/0883450332330/0883450332347/0883450332354/0883450332361/0883450332378/0883450332385/0883450332392,2.5 in/63.5 mm,5.25 in/133.4 mm,3.25 in/82.6 mm,6.5 in/165.1 mm,7.06 in/179.3 mm,8.88 in/225.6 mm,2.58 in/65.5 mm,1.25 in/31.8 mm,0.625 in/16 mm,1.13 in/28.7 mm,3.29 in/83.6 mm,2 in/50.8 mm,0.16 in/4.1 mm,3.13 in/79.5 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1600 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QAP11A055S - Stainless,22211 ,55 mm,2.5 in / 63.5 mm,6.5 in / 165.1 mm,7.88 in / 200.2 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap11a055s-stainless,Mounted Bearing,22211,55 mm,Metric,QAP11A055SBSS/QAP11A055SCSS/QAP11A055SEBSS/QAP11A055SECSS/QAP11A055SEMSS/QAP11A055SENSS/QAP11A055SEOSS/QAP11A055SETSS/QAP11A055SMSS/QAP11A055SNSS/QAP11A055SOSS/QAP11A055STSS,Single Concentric,Two-Bolt Pillow Block,0883450702089/0883450702096/0883450702102/0883450702119/0883450702126/0883450702133/0883450702140/0883450702157/0883450702164/0883450702171/0883450702188/0883450702195,2.5 in/63.5 mm,5.25 in/133.4 mm,3.25 in/82.6 mm,6.5 in/165.1 mm,7.88 in/200.2 mm,9.63 in/244.6 mm,2.63 in/66.8 mm,1.25 in/31.8 mm,0.625 in/16 mm,1.13 in/28.7 mm,3.32 in/84.3 mm,2 in/50.8 mm,0.19 in/4.8 mm,3.13 in/79.5 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1600 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QASN11A055S,22211 ,55 mm,2.76 in / 70 mm,7.2 in / 183 mm,8.5 in / 216 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qasn11a055s-4,Mounted Bearing,22211,55 mm,Metric,QASN11A055SB/QASN11A055SC/QASN11A055SEB/QASN11A055SEC/QASN11A055SEM/QASN11A055SEN/QASN11A055SEO/QASN11A055SET/QASN11A055SM/QASN11A055SN/QASN11A055SO/QASN11A055ST,Single Concentric,Two-Bolt Pillow Block,0883450353083/0883450353090/0883450353106/0883450353113/0883450353120/0883450353137/0883450353144/0883450353151/0883450353168/0883450353175/0883450353182/0883450353199,2.76 in/70 mm,5.55 in/141 mm,3.27 in/83 mm,7.2 in/183 mm,8.5 in/216 mm,10 in/254 mm,2.68 in/68 mm,0.98 in/25 mm,0.625 in/16 mm,1.14 in/29 mm,3.35 in/85 mm,2.01 in/51 mm,0.20 in/5 mm,3.15 in/80 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1600 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QAPMD11A055S,22211 ,55 mm,2.75 in / 69.9 mm,6.88 in / 174.8 mm,7.94 in / 201.7 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapmd11a055s,Mounted Bearing,22211,55 mm,Metric,,Single Concentric,Two-Bolt Pillow Block,,2.75 in/69.9 mm,5.5 in/139.7 mm,3.25 in/82.6 mm,6.88 in/174.8 mm,7.94 in/201.7 mm,9.5 in/241.3 mm,2.63 in/66.8 mm,1.5 in/38.1 mm,0.625 in/16 mm,1.13 in/28.7 mm,3.32 in/84.3 mm,2 in/50.8 mm,0.19 in/4.8 mm,3.13 in/79.5 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1600 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QAP13A060S,22213 ,60 mm,2.75 in / 69.9 mm,6.88 in / 174.8 mm,8.63 in / 219.2 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qap13a060s,Mounted Bearing,22213,60 mm,Metric,QAP13A060SB/QAP13A060SC/QAP13A060SEB/QAP13A060SEC/QAP13A060SEM/QAP13A060SEN/QAP13A060SEO/QAP13A060SET/QAP13A060SM/QAP13A060SN/QAP13A060SO/QAP13A060ST,Single Concentric,Two-Bolt Pillow Block,0883450330848/0883450330855/0883450330862/0883450330879/0883450330886/0883450330893/0883450330909/0883450330916/0883450330923/0883450330930/0883450330947/0883450330954,2.75 in/69.9 mm,5.8 in/147.3 mm,3.81 in/96.8 mm,6.88 in/174.8 mm,8.63 in/219.2 mm,10.25 in/260.4 mm,2.9 in/73.7 mm,1.25 in/31.8 mm,0.625 in/16 mm,1.24 in/31.5 mm,3.6 in/91.4 mm,2.15 in/54.6 mm,0.21 in/5.3 mm,3.39 in/86.1 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
QAPL13A060S,22213 ,60 mm,2.75 in / 69.9 mm,6.81 in / 173 mm,7.44 in / 189 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,https://cad.timken.com/item/single-concentric-solid-block-mounted-bearings/single-concentric-two-bolt-pillow-block/qapl13a060s,Mounted Bearing,22213,60 mm,Metric,QAPL13A060SB/QAPL13A060SC/QAPL13A060SEB/QAPL13A060SEC/QAPL13A060SEM/QAPL13A060SEN/QAPL13A060SEO/QAPL13A060SET/QAPL13A060SM/QAPL13A060SN/QAPL13A060SO/QAPL13A060ST/QAPL13A060STNG,Single Concentric,Two-Bolt Pillow Block,0883450332408/0883450332415/0883450332422/0883450332439/0883450332446/0883450332453/0883450332460/0883450332477/0883450332484/0883450332491/0883450332507/0883450332514/0883450458900,2.75 in/69.9 mm,5.8 in/147.3 mm,3.81 in/96.8 mm,6.81 in/173 mm,7.44 in/189 mm,9.25 in/235 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.625 in/16 mm,1.24 in/31.5 mm,3.6 in/91.4 mm,2.15 in/54.6 mm,0.21 in/5.3 mm,3.39 in/86.1 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0016,0.0026,0.0016 in/0.040 mm,0.0026 in/0.065 mm
