Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Locking Style,Housing Construction,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension M,Dimension S,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max,Full Timken Part Number,UPC Code
TAPKT15K065S,22215 ,65 mm,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,65 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,3.5 in/88.9 mm,6.84 in/173.7 mm,3.86 in/98 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,13 in/330.2 mm,2.98 in/75.7 mm,1.38 in/35.1 mm,0.875 in/24 mm,3.22 in/81.8 mm,1.73 in/43.9 mm,2.87 in/72.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0035 in/0.089 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm,TAPKT15K065SB/TAPKT15K065SC/TAPKT15K065SEB/TAPKT15K065SEC/TAPKT15K065SEM/TAPKT15K065SEN/TAPKT15K065SEO/TAPKT15K065SET/TAPKT15K065SM/TAPKT15K065SN/TAPKT15K065SO/TAPKT15K065ST,0883450085915/0883450085946/0883450276375/0883450276443/0883450278119/0883450278188/0883450278256/0883450278324/0883450278393/0883450278461/0883450278539/0883450278607
TAPN15K065S,22215 ,65 mm,3.15 in / 80 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,65 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,3.15 in/80 mm,6.33 in/160.8 mm,3.86 in/98 mm,7.88 in/200.2 mm,9.63 in/244.6 mm,10.88 in/276.4 mm,2.7 in/68.6 mm,1.15 in/29.2 mm,0.625 in/16 mm,3.08 in/78.2 mm,1.73 in/43.9 mm,2.87 in/72.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0035 in/0.089 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm,TAPN15K065SB/TAPN15K065SC/TAPN15K065SEB/TAPN15K065SEC/TAPN15K065SEM/TAPN15K065SEN/TAPN15K065SEO/TAPN15K065SET/TAPN15K065SM/TAPN15K065SN/TAPN15K065SO/TAPN15K065ST,0883450132725/0883450132732/0883450132756/0883450132763/0883450132770/0883450132787/0883450132794/0883450132800/0883450197311/0883450197526/0883450274821/0883450275026
TASD15K065S,22215 ,65 mm,4 in / 101.6 mm,10 in / 254 mm,11.5 in / 292.1 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,65 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,4 in/101.6 mm,7.18 in/182.4 mm,3.86 in/98 mm,10 in/254 mm,11.5 in/292.1 mm,13.25 in/336.6 mm,2.78 in/70.7 mm,1.25 in/31.8 mm,0.75 in/20 mm,3.12 in/79.3 mm,1.73 in/43.9 mm,2.87 in/72.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0035 in/0.089 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm,,
TADI15K065S,22215 ,65 mm,3.25 in / 82.6 mm,9.25 in / 235 mm,10.25 in / 260.4 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,65 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,3.25 in/82.6 mm,6.43 in/163.3 mm,3.86 in/98 mm,9.25 in/235 mm,10.25 in/260.4 mm,12 in/304.8 mm,2.78 in/70.71 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.23 in/82 mm,1.73 in/43.9 mm,2.87 in/72.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0035 in/0.089 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm,TADI15K065SB/TADI15K065SC/TADI15K065SEB/TADI15K065SEC/TADI15K065SEM/TADI15K065SEN/TADI15K065SEO/TADI15K065SET/TADI15K065SM/TADI15K065SN/TADI15K065SO/TADI15K065ST,
TAPN16K070S,22216 ,70 mm,3.74 in / 95 mm,9.25 in / 235 mm,10.5 in / 266.7 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,70 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,3.74 in/95 mm,7.1 in/180.3 mm,4.12 in/104.6 mm,9.25 in/235 mm,10.5 in/266.7 mm,12.4 in/315 mm,2.86 in/72.6 mm,1.25 in/31.8 mm,0.75 in/20 mm,3.3 in/83.3 mm,1.87 in/47.5 mm,3.07 in/78 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm,,
TAPA16K070S,22216 ,70 mm,3.5 in / 88.9 mm,9 in / 228.6 mm,11 in / 279.4 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,70 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,3.5 in/88.9 mm,6.96 in/176.7 mm,4.12 in/104.7 mm,9 in/228.6 mm,11 in/279.4 mm,13 in/330.2 mm,2.86 in/72.6 mm,1.25 in/31.8 mm,0.75 in/20 mm,3.3 in/83.8 mm,1.87 in/47.5 mm,3.06 in/77.8 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm,,
DVP17K075S,22217 ,75 mm,3.25 in / 82.6 mm,7.88 in / 200.2 mm,9.62 in / 244.3 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,75 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,3.25 in/82.6 mm,6.82 in/173.2 mm,4.33 in/110 mm,7.88 in/200.2 mm,9.62 in/244.3 mm,11.63 in/295.4 mm,3 in/76.2 mm,1.38 in/35.1 mm,0.75 in/20 mm,3.47 in/88.1 mm,1.96 in/49.8 mm,3.23 in/82 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm,DVP17K075SB/DVP17K075SC/DVP17K075SEB/DVP17K075SEC/DVP17K075SEM/DVP17K075SEN/DVP17K075SEO/DVP17K075SET/DVP17K075SM/DVP17K075SN/DVP17K075SO/DVP17K075ST,0883450008426/0883450008433/0883450008457/0883450008464/0883450008471/0883450008488/0883450008495/0883450008501/0883450195744/0883450195942/0883450273251/0883450273459
TAPA17K075S,22217 ,75 mm,3.75 in / 95.3 mm,9.5 in / 241.3 mm,11 in / 279.4 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,75 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,3.75 in/95.3 mm,7.32 in/185.9 mm,4.33 in/110 mm,9.5 in/241.3 mm,11 in/279.4 mm,12.63 in/320.8 mm,3 in/76.2 mm,1.33 in/33.8 mm,0.75 in/20 mm,3.47 in/88.1 mm,1.96 in/49.8 mm,3.23 in/82 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm,TAPA17K075SB/TAPA17K075SC/TAPA17K075SEB/TAPA17K075SEC/TAPA17K075SEM/TAPA17K075SEN/TAPA17K075SEO/TAPA17K075SET/TAPA17K075SM/TAPA17K075SMFG/TAPA17K075SN/TAPA17K075SO/TAPA17K075ST,0883450125277/0883450125284/0883450125307/0883450125314/0883450125321/0883450125338/0883450125345/0883450125352/0883450197755/0883450197953/0883450275255/0883450275453
TAPN17K075S,22217 ,75 mm,3.75 in / 95.3 mm,9.5 in / 241.3 mm,11 in / 279.4 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,75 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,3.75 in/95.3 mm,7.32 in/185.9 mm,4.33 in/110 mm,9.5 in/241.3 mm,11 in/279.4 mm,12.63 in/320.8 mm,3 in/76.2 mm,1.33 in/33.8 mm,0.75 in/20 mm,3.47 in/88.1 mm,1.96 in/49.8 mm,3.23 in/82 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm,TAPN17K075SB/TAPN17K075SC/TAPN17K075SEB/TAPN17K075SEC/TAPN17K075SEM/TAPN17K075SEN/TAPN17K075SEO/TAPN17K075SET/TAPN17K075SM/TAPN17K075SMNG/TAPN17K075SN/TAPN17K075SO/TAPN17K075ST,0883450133029/0883450133036/0883450133050/0883450133067/0883450133074/0883450133081/0883450133098/0883450133104/0883450197342/0883450197557/0883450274852/0883450275057/0883450953825
TASD17K075S,22217 ,75 mm,4.75 in / 120.7 mm,11 in / 279.4 mm,12.5 in / 317.5 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,75 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,4.75 in/120.7 mm,8.32 in/211.3 mm,4.33 in/110 mm,11 in/279.4 mm,12.5 in/317.5 mm,14.25 in/362 mm,2.98 in/75.7 mm,1.56 in/39.6 mm,0.75 in/20 mm,3.45 in/87.6 mm,1.96 in/49.8 mm,3.23 in/82 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm,,
TADI17K075S,22217 ,75 mm,3.75 in / 95.3 mm,9.88 in / 251 mm,11.5 in / 292.1 mm,71900 lbf / 320000 N,66900 lbf / 297000 N,,Mounted Bearing,22217,75 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,3.75 in/95.3 mm,7.32 in/185.9 mm,4.33 in/110 mm,9.88 in/251 mm,11.5 in/292.1 mm,13.46 in/341.8 mm,2.98 in/75.7 mm,1.25 in/31.8 mm,0.75 in/20 mm,1.96 in/87.9 mm,1.96 in/49.8 mm,3.23 in/82 mm,71900 lbf/320000 N,66900 lbf/297000 N,0.22,3.07,4.57,1400 rpm,2400 rpm,1100 rpm,1400 rpm,2000 rpm,1100 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm,TADI17K075SB/TADI17K075SC/TADI17K075SEB/TADI17K075SEC/TADI17K075SEM/TADI17K075SEN/TADI17K075SEO/TADI17K075SET/TADI17K075SM/TADI17K075SN/TADI17K075SO/TADI17K075ST,
TASD18K080S,22218 ,80 mm,5.5 in / 139.7 mm,13.25 in / 336.6 mm,14.25 in / 362 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,Mounted Bearing,22218,80 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,5.5 in/139.7 mm,9.35 in/237.5 mm,4.71 in/119.6 mm,13.25 in/336.6 mm,14.25 in/362 mm,16.75 in/425.5 mm,3.14 in/79.7 mm,1.56 in/39.6 mm,0.875 in/24 mm,3.62 in/91.9 mm,2.05 in/52.1 mm,3.39 in/86.1 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm,,
TAPN18K080S,22218 ,80 mm,3.937 in / 100 mm,11.25 in / 285.8 mm,11.63 in / 295.4 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,Mounted Bearing,22218,80 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,3.937 in/100 mm,7.69 in/195.3 mm,4.71 in/119.6 mm,11.25 in/285.8 mm,11.63 in/295.4 mm,13.63 in/346.2 mm,3.14 in/79.8 mm,1.53 in/38.9 mm,0.75 in/20 mm,3.61 in/91.7 mm,2.05 in/52.1 mm,3.39 in/86.1 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm,,
TAPA18K080S,22218 ,80 mm,4 in / 101.6 mm,10 in / 254 mm,11.75 in / 298.5 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,Mounted Bearing,22218,80 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,4 in/101.6 mm,8 in/203.1 mm,4.71 in/119.6 mm,10 in/254 mm,11.75 in/298.5 mm,13.75 in/349.3 mm,3.14 in/79.8 mm,1.63 in/41.3 mm,0.75 in/20 mm,3.62 in/91.9 mm,2.05 in/52 mm,3.39 in/86 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm,,
TADI18K080S,22218 ,80 mm,4.5 in / 114.3 mm,12.81 in / 325.4 mm,13.81 in / 350.8 mm,87200 lbf / 388000 N,79700 lbf / 355000 N,,Mounted Bearing,22218,80 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,4.5 in/114.3 mm,8.63 in/219.2 mm,4.71 in/119.6 mm,12.81 in/325.4 mm,13.81 in/350.8 mm,16 in/406.4 mm,3.14 in/79.7 mm,1.56 in/39.6 mm,0.875 in/24 mm,3.68 in/93.3 mm,2.05 in/52.1 mm,3.39 in/86.1 mm,87200 lbf/388000 N,79700 lbf/355000 N,0.23,2.90,4.31,1400 rpm,2400 rpm,1000 rpm,1400 rpm,2000 rpm,1000 rpm,0.08 in/2.03 mm,0.0030 in/0.076 mm,0.0024,0.0039,0.0024 in/0.060 mm,0.0039 in/0.100 mm,TADI18K080SB/TADI18K080SC/TADI18K080SEB/TADI18K080SEC/TADI18K080SEM/TADI18K080SEN/TADI18K080SEO/TADI18K080SET/TADI18K080SM/TADI18K080SN/TADI18K080SO/TADI18K080ST,
TAPN19K085S,22219 ,85 mm,4.409 in / 112 mm,11.25 in / 285.8 mm,11.63 in / 295.4 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,85 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,4.409 in/112 mm,8.36 in/212.3 mm,4.91 in/124.7 mm,11.25 in/285.8 mm,11.63 in/295.4 mm,13.63 in/346.2 mm,3.26 in/82.8 mm,1.53 in/38.9 mm,0.75 in/20 mm,3.78 in/96 mm,2.15 in/54.6 mm,3.54 in/89.9 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm,,
DVP20K090S,22220 ,90 mm,3.75 in / 95.3 mm,9.38 in / 238.3 mm,11.25 in / 285.8 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,90 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,3.75 in/95.3 mm,7.98 in/202.7 mm,5.12 in/130 mm,9.38 in/238.3 mm,11.25 in/285.8 mm,13.5 in/342.9 mm,3.38 in/85.9 mm,1.88 in/47.8 mm,0.875 in/24 mm,3.99 in/101.3 mm,2.3 in/58.4 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0043 in/0.110 mm,0.0055 in/0.140 mm,DVP20K090SB/DVP20K090SC/DVP20K090SEB/DVP20K090SEC/DVP20K090SEM/DVP20K090SEN/DVP20K090SEO/DVP20K090SET/DVP20K090SM/DVP20K090SN/DVP20K090SO/DVP20K090ST,0883450008723/0883450008730/0883450008754/0883450008761/0883450008778/0883450008785/0883450008792/0883450008808/0883450195775/0883450195973/0883450273282/0883450273480
TAPA20K090S,22220 ,90 mm,4.5 in / 114.3 mm,10.88 in / 276.4 mm,13.13 in / 333.5 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,90 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,4.5 in/114.3 mm,8.63 in/219.2 mm,5.12 in/130 mm,10.88 in/276.4 mm,13.13 in/333.5 mm,14.5 in/368.3 mm,3.42 in/86.9 mm,1.63 in/41.4 mm,0.875 in/24 mm,4.03 in/102.4 mm,2.3 in/58.4 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0043 in/0.110 mm,0.0055 in/0.140 mm,TAPA20K090SB/TAPA20K090SC/TAPA20K090SEB/TAPA20K090SEC/TAPA20K090SEM/TAPA20K090SEN/TAPA20K090SEO/TAPA20K090SET/TAPA20K090SM/TAPA20K090SN/TAPA20K090SO/TAPA20K090ST,0883450125574/0883450125581/0883450125604/0883450125611/0883450125628/0883450125635/0883450125642/0883450125659/0883450197786/0883450197984/0883450275286/0883450275484
TAPN20K090S,22220 ,90 mm,4.41 in / 112 mm,10.88 in / 276.4 mm,13.13 in / 333.5 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,90 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,4.41 in/112 mm,8.54 in/216.9 mm,5.12 in/130 mm,10.88 in/276.4 mm,13.13 in/333.5 mm,14.75 in/374.7 mm,3.42 in/86.9 mm,1.53 in/38.9 mm,0.875 in/24 mm,4.03 in/102.4 mm,2.3 in/58.4 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0043 in/0.110 mm,0.0055 in/0.140 mm,TAPN20K090SB/TAPN20K090SC/TAPN20K090SEB/TAPN20K090SEC/TAPN20K090SEM/TAPN20K090SEN/TAPN20K090SEO/TAPN20K090SET/TAPN20K090SM/TAPN20K090SN/TAPN20K090SO/TAPN20K090ST,0883450133326/0883450133333/0883450133357/0883450133364/0883450133371/0883450133388/0883450133395/0883450133401/0883450197373/0883450197588/0883450274883/0883450275088
TASD20K090S,22220 ,90 mm,5.5 in / 139.7 mm,13.25 in / 336.6 mm,14.25 in / 362 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,90 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,5.5 in/139.7 mm,9.75 in/247.7 mm,5.12 in/130 mm,13.25 in/336.6 mm,14.25 in/362 mm,16.75 in/425.5 mm,3.38 in/85.7 mm,2.75 in/69.9 mm,0.875 in/24 mm,3.99 in/101.3 mm,2.3 in/58.4 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0043 in/0.110 mm,0.0055 in/0.140 mm,,
TADI20K090S,22220 ,90 mm,4.5 in / 114.3 mm,12.81 in / 325.4 mm,13.81 in / 350.8 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,90 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,4.5 in/114.3 mm,8.63 in/219.2 mm,5.12 in/130 mm,12.81 in/325.4 mm,13.81 in/350.8 mm,16 in/406.4 mm,3.38 in/85.7 mm,1.56 in/39.6 mm,0.875 in/24 mm,4.05 in/102.9 mm,2.3 in/58.4 mm,3.82 in/97 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0043 in/0.110 mm,0.0055 in/0.140 mm,TADI20K090SB/TADI20K090SC/TADI20K090SEB/TADI20K090SEC/TADI20K090SEM/TADI20K090SEN/TADI20K090SEO/TADI20K090SET/TADI20K090SM/TADI20K090SN/TADI20K090SO/TADI20K090ST,
DVP22K100S,22222 ,100 mm,4.25 in / 108 mm,10.06 in / 255.5 mm,12.5 in / 317.5 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,100 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,4.25 in/108 mm,8.8 in/223.5 mm,5.71 in/145 mm,10.06 in/255.5 mm,12.5 in/317.5 mm,14.25 in/362 mm,3.96 in/100.6 mm,1.5 in/38.1 mm,1 in/24 mm,4.46 in/113.3 mm,2.48 in/63 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0053 in/0.135 mm,0.0067 in/0.170 mm,DVP22K100SB/DVP22K100SC/DVP22K100SEB/DVP22K100SEC/DVP22K100SEM/DVP22K100SEN/DVP22K100SEO/DVP22K100SET/DVP22K100SM/DVP22K100SN/DVP22K100SO/DVP22K100ST,0883450009027/0883450009034/0883450009058/0883450009065/0883450009072/0883450009089/0883450009096/0883450009102/0883450195805/0883450196000/0883450273312/0883450273510
TAPA22K100S,22222 ,100 mm,4.94 in / 125.5 mm,12.5 in / 317.5 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,100 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,4.94 in/125.5 mm,9.47 in/240.5 mm,5.71 in/145 mm,12.5 in/317.5 mm,14.5 in/368.3 mm,16 in/406.4 mm,3.96 in/100.6 mm,2 in/50.8 mm,0.875 in/24 mm,4.47 in/113.5 mm,2.48 in/63 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0053 in/0.135 mm,0.0067 in/0.170 mm,TAPA22K100SB/TAPA22K100SC/TAPA22K100SEB/TAPA22K100SEC/TAPA22K100SEM/TAPA22K100SEN/TAPA22K100SEO/TAPA22K100SET/TAPA22K100SM/TAPA22K100SN/TAPA22K100SO/TAPA22K100ST,0883450125871/0883450125888/0883450125901/0883450125918/0883450125925/0883450125932/0883450125949/0883450125956/0883450197816/0883450198011/0883450275316/0883450275514
TAPN22K100S,22222 ,100 mm,4.92 in / 125 mm,12.5 in / 317.5 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,100 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,4.92 in/125 mm,9.47 in/240.5 mm,5.71 in/145 mm,12.5 in/317.5 mm,14.5 in/368.3 mm,16 in/406.4 mm,3.96 in/100.6 mm,2 in/50.8 mm,0.875 in/24 mm,4.47 in/113.5 mm,2.48 in/63 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,,,0.0053 in/0.135 mm,0.0067 in/0.170 mm,TAPN22K100SB/TAPN22K100SC/TAPN22K100SEB/TAPN22K100SEC/TAPN22K100SEM/TAPN22K100SEN/TAPN22K100SEO/TAPN22K100SET/TAPN22K100SM/TAPN22K100SN/TAPN22K100SO/TAPN22K100ST,0883450133623/0883450133630/0883450133654/0883450133661/0883450133678/0883450133685/0883450133692/0883450133708/0883450197403/0883450197618/0883450274913/0883450275118
TAPN24K110S,22224 ,110 mm,5.512 in / 140 mm,13.56 in / 344.4 mm,14 in / 355.6 mm,174000 lbf / 772000 N,145000 lbf / 647000 N,,Mounted Bearing,22224,110 mm,Metric,Tapered Adapter,Two-Bolt Pillow Block,5.512 in/140 mm,10.35 in/262.9 mm,6.08 in/154.4 mm,13.56 in/344.4 mm,14 in/355.6 mm,16.13 in/409.7 mm,3.85 in/97.8 mm,2 in/50.8 mm,0.875 in/24 mm,4.57 in/116.1 mm,2.64 in/67.1 mm,4.41 in/112 mm,174000 lbf/772000 N,145000 lbf/647000 N,0.25,2.70,4.02,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
