Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension RVV,Dimension SVV,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QVVPN11V050S,22211 ,50 mm,2.75 in / 69.9 mm,6.5 in / 165.1 mm,8.7 in / 221 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,Mounted Bearing,22211,50 mm,Metric,QVVPN11V050SB/QVVPN11V050SC/QVVPN11V050SEB/QVVPN11V050SEC/QVVPN11V050SEM/QVVPN11V050SEN/QVVPN11V050SEO/QVVPN11V050SET/QVVPN11V050SM/QVVPN11V050SN/QVVPN11V050SO/QVVPN11V050ST,Double V-Lock,Two-Bolt Pillow Block,0883450145985/0883450146135/0883450151481/0883450151634/0883450162586/0883450162791/0883450181693/0883450181846/0883450255103/0883450256339/0883450281447/0883450281591,2.75 in/69.9 mm,5.33 in/135.4 mm,2.99 in/75.9 mm,6.5 in/165.1 mm,8.7 in/221 mm,9.88 in/251 mm,2.38 in/60.5 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.2 in/81.3 mm,0.82 in/20.8 mm,4.02 in/102.1 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1800 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVVSN11V050S,22211 ,50 mm,2.76 in / 70 mm,7.2 in / 183 mm,8.5 in / 216 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,Mounted Bearing,22211,50 mm,Metric,QVVSN11V050SB/QVVSN11V050SC/QVVSN11V050SEB/QVVSN11V050SEC/QVVSN11V050SEM/QVVSN11V050SEN/QVVSN11V050SEO/QVVSN11V050SET/QVVSN11V050SM/QVVSN11V050SN/QVVSN11V050SO/QVVSN11V050ST,Double V-Lock,Two-Bolt Pillow Block,0883450087612/0883450098847/0883450099516/0883450107983/0883450108188/0883450114851/0883450114981/0883450130363/0883450130493/0883450138376/0883450138727/0883450358057,2.76 in/70 mm,5.35 in/136 mm,2.99 in/76 mm,7.2 in/183 mm,8.5 in/216 mm,10 in/254 mm,2.68 in/68 mm,1 in/25 mm,0.625 in/16 mm,3.35 in/85 mm,0.67 in/17 mm,4.02 in/102 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1800 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVVP12V055S,22212 ,55 mm,2.5 in / 63.5 mm,6.5 in / 165.1 mm,7.88 in / 200.2 mm,39000 lbf / 174000 N,38100 lbf / 169000 N,,Mounted Bearing,22212,55 mm,Metric,QVVP12V055SB/QVVP12V055SC/QVVP12V055SEB/QVVP12V055SEC/QVVP12V055SEM/QVVP12V055SEN/QVVP12V055SEO/QVVP12V055SET/QVVP12V055SM/QVVP12V055SN/QVVP12V055SO/QVVP12V055ST,Double V-Lock,Two-Bolt Pillow Block,0883450032483/0883450032605/0883450095211/0883450095648/0883450106900/0883450107044/0883450113649/0883450113908/0883450126694/0883450127165/0883450137645/0883450137737,2.5 in/63.5 mm,5.25 in/133.4 mm,3.16 in/80.3 mm,6.5 in/165.1 mm,7.88 in/200.2 mm,9.63 in/244.6 mm,2.63 in/66.8 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.33 in/84.6 mm,0.70 in/17.8 mm,4.02 in/102.1 mm,39000 lbf/174000 N,38100 lbf/169000 N,0.24,2.84,4.23,2000 rpm,3500 rpm,1650 rpm,2000 rpm,3000 rpm,1550 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVVPA13V055S,22213 ,55 mm,3 in / 76.2 mm,7.2 in / 182.9 mm,9.2 in / 233.7 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,Mounted Bearing,22213,55 mm,Metric,QVVPA13V055SB/QVVPA13V055SC/QVVPA13V055SEB/QVVPA13V055SEC/QVVPA13V055SEM/QVVPA13V055SEN/QVVPA13V055SEO/QVVPA13V055SET/QVVPA13V055SM/QVVPA13V055SN/QVVPA13V055SO/QVVPA13V055ST,Double V-Lock,Two-Bolt Pillow Block,0883450146678/0883450146944/0883450152136/0883450152280/0883450169516/0883450174435/0883450183345/0883450183499/0883450261166/0883450263344/0883450282093/0883450282246,3 in/76.2 mm,5.95 in/151.1 mm,3.16 in/80.3 mm,7.2 in/182.9 mm,9.2 in/233.7 mm,10.31 in/261.9 mm,2.7 in/68.6 mm,1.23 in/31.2 mm,0.625 in/16 mm,3.36 in/85.3 mm,0.66 in/16.8 mm,4.02 in/102.1 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVVPKT13V055S,22213 ,55 mm,3 in / 76.2 mm,7.66 in / 194.6 mm,8.78 in / 223 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,Mounted Bearing,22213,55 mm,Metric,QVVPKT13V055SB/QVVPKT13V055SC/QVVPKT13V055SEB/QVVPKT13V055SEC/QVVPKT13V055SEM/QVVPKT13V055SEN/QVVPKT13V055SEO/QVVPKT13V055SET/QVVPKT13V055SM/QVVPKT13V055SN/QVVPKT13V055SO/QVVPKT13V055ST,Double V-Lock,Two-Bolt Pillow Block,0883450149129/0883450149150/0883450153652/0883450153683/0883450176743/0883450176774/0883450185851/0883450185882/0883450279406/0883450279437/0883450283601/0883450283632,3 in/76.2 mm,6.05 in/153.7 mm,3.16 in/80.3 mm,7.66 in/194.6 mm,8.78 in/223 mm,11.25 in/285.8 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.75 in/20 mm,3.46 in/87.9 mm,0.56 in/14.2 mm,4.02 in/102.1 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVVPL12V055S,22212 ,55 mm,2.5 in / 63.5 mm,6.5 in / 165.1 mm,7.06 in / 179.3 mm,39000 lbf / 174000 N,38100 lbf / 169000 N,,Mounted Bearing,22212,55 mm,Metric,QVVPL12V055SB/QVVPL12V055SC/QVVPL12V055SEB/QVVPL12V055SEC/QVVPL12V055SEM/QVVPL12V055SEN/QVVPL12V055SEO/QVVPL12V055SET/QVVPL12V055SM/QVVPL12V055SN/QVVPL12V055SO/QVVPL12V055ST,Double V-Lock,Two-Bolt Pillow Block,0883450097017/0883450097444/0883450107433/0883450107563/0883450114301/0883450114448/0883450128490/0883450128964/0883450138000/0883450138093/0883450357524/0883450357777,2.5 in/63.5 mm,5.25 in/133.4 mm,3.16 in/80.3 mm,6.5 in/165.1 mm,7.06 in/179.3 mm,8.88 in/225.6 mm,2.58 in/65.5 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.3 in/83.8 mm,0.72 in/18.3 mm,4.02 in/102.1 mm,39000 lbf/174000 N,38100 lbf/169000 N,0.24,2.84,4.23,2000 rpm,3500 rpm,1650 rpm,2000 rpm,3000 rpm,1550 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVVSN12V055S,22212 ,55 mm,2.76 in / 70 mm,7.2 in / 183 mm,8.5 in / 216 mm,39000 lbf / 174000 N,38100 lbf / 169000 N,,Mounted Bearing,22212,55 mm,Metric,QVVSN12V055SB/QVVSN12V055SC/QVVSN12V055SEB/QVVSN12V055SEC/QVVSN12V055SEM/QVVSN12V055SEN/QVVSN12V055SEO/QVVSN12V055SET/QVVSN12V055SM/QVVSN12V055SN/QVVSN12V055SO/QVVSN12V055ST,Double V-Lock,Two-Bolt Pillow Block,0883450087742/0883450099011/0883450099622/0883450108034/0883450108225/0883450114882/0883450115018/0883450130394/0883450130523/0883450138468/0883450138772/0883450358088,2.76 in/70 mm,5.55 in/141 mm,3.15 in/80 mm,7.2 in/183 mm,8.5 in/216 mm,10 in/254 mm,2.68 in/68 mm,1 in/25 mm,0.625 in/16 mm,3.35 in/85 mm,0.67 in/17 mm,4.02 in/102 mm,39000 lbf/174000 N,38100 lbf/169000 N,0.24,2.84,4.23,2000 rpm,3500 rpm,1650 rpm,2000 rpm,3000 rpm,1550 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVVP14V060S,22214 ,60 mm,2.75 in / 69.9 mm,6.88 in / 174.8 mm,8.63 in / 219.2 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,Mounted Bearing,22214,60 mm,Metric,QVVP14V060SB/QVVP14V060SC/QVVP14V060SEB/QVVP14V060SEC/QVVP14V060SEM/QVVP14V060SEN/QVVP14V060SEO/QVVP14V060SET/QVVP14V060SM/QVVP14V060SN/QVVP14V060SO/QVVP14V060ST,Double V-Lock,Two-Bolt Pillow Block,0883450170727/0883450170918/0883450171106/0883450171472/0883450171663/0883450171854/0883450202244/0883450202626/0883450214667/0883450215046/0883450227087/0883450227469,2.75 in/69.9 mm,5.8 in/147.3 mm,3.7 in/94 mm,6.88 in/174.8 mm,8.63 in/219.2 mm,10.25 in/260.4 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.625 in/16 mm,3.5 in/88.9 mm,0.6 in/15.2 mm,4.09 in/103.9 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVVPA15V060S,22215 ,60 mm,3.25 in / 82.6 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,60 mm,Metric,QVVPA15V060SB/QVVPA15V060SC/QVVPA15V060SEB/QVVPA15V060SEC/QVVPA15V060SEM/QVVPA15V060SEN/QVVPA15V060SEO/QVVPA15V060SET/QVVPA15V060SM/QVVPA15V060SN/QVVPA15V060SO/QVVPA15V060ST,Double V-Lock,Two-Bolt Pillow Block,0883450072311/0883450072342/0883450208499/0883450208642/0883450220927/0883450221078/0883450233354/0883450233507/0883450242097/0883450242240/0883450247054/0883450247207,3.25 in/82.6 mm,6.43 in/163.3 mm,3.7 in/94 mm,7.88 in/200.2 mm,9.63 in/244.6 mm,10.88 in/276.4 mm,2.7 in/68.6 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.4 in/86.4 mm,0.70 in/17.8 mm,4.09 in/103.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVVPKT15V060S,22215 ,60 mm,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,60 mm,Metric,QVVPKT15V060SB/QVVPKT15V060SC/QVVPKT15V060SEB/QVVPKT15V060SEC/QVVPKT15V060SEM/QVVPKT15V060SEN/QVVPKT15V060SEO/QVVPKT15V060SET/QVVPKT15V060SM/QVVPKT15V060SN/QVVPKT15V060SO/QVVPKT15V060ST,Double V-Lock,Two-Bolt Pillow Block,0883450209397/0883450209465/0883450221825/0883450221863/0883450234252/0883450234320/0883450242998/0883450243032/0883450247955/0883450247993/0883450357388/0883450357395,3.5 in/88.9 mm,6.84 in/173.7 mm,3.7 in/94 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,13 in/330.2 mm,2.98 in/75.7 mm,1.38 in/35.1 mm,0.875 in/22 mm,3.54 in/89.9 mm,0.56 in/14.2 mm,4.09 in/103.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVVPL14V060S,22214 ,60 mm,2.75 in / 69.9 mm,6.81 in / 173 mm,7.44 in / 189 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,Mounted Bearing,22214,60 mm,Metric,QVVPL14V060SB/QVVPL14V060SC/QVVPL14V060SEB/QVVPL14V060SEC/QVVPL14V060SEM/QVVPL14V060SEN/QVVPL14V060SEO/QVVPL14V060SET/QVVPL14V060SM/QVVPL14V060SN/QVVPL14V060SO/QVVPL14V060ST,Double V-Lock,Two-Bolt Pillow Block,0883450172233/0883450172424/0883450172615/0883450172998/0883450173186/0883450173377/0883450203005/0883450203388/0883450215428/0883450215800/0883450227841/0883450228220,2.75 in/69.9 mm,5.8 in/147.3 mm,3.7 in/94 mm,6.81 in/173 mm,7.44 in/189 mm,9.25 in/235 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.625 in/16 mm,3.5 in/88.9 mm,0.6 in/15.2 mm,4.09 in/103.9 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVVPXT14V060S,22214 ,60 mm,3 in / 76.2 mm,7.66 in / 194.6 mm,8.78 in / 233 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,Mounted Bearing,22214,60 mm,Metric,QVVPXT14V060SB/QVVPXT14V060SC/QVVPXT14V060SEB/QVVPXT14V060SEC/QVVPXT14V060SEM/QVVPXT14V060SEN/QVVPXT14V060SEO/QVVPXT14V060SET/QVVPXT14V060SM/QVVPXT14V060SN/QVVPXT14V060SO/QVVPXT14V060ST,Double V-Lock,Two-Bolt Pillow Block,0883450374002/0883450374019/0883450374033/0883450374040/0883450374057/0883450374064/0883450374071/0883450374088/0883450374095/0883450374101/0883450374118/0883450374125,3 in/76.2 mm,6.05 in/153.7 mm,3.7 in/94 mm,7.66 in/194.6 mm,8.78 in/233 mm,11.25 in/285.8 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.75 in/20 mm,3.5 in/88.9 mm,0.6 in/15.2 mm,4.09 in/103.9 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVVSN14V060S,22214 ,60 mm,3.15 in / 80 mm,7.72 in / 196 mm,9.25 in / 235 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,Mounted Bearing,22214,60 mm,Metric,QVVSN14V060SB/QVVSN14V060SC/QVVSN14V060SEB/QVVSN14V060SEC/QVVSN14V060SEM/QVVSN14V060SEN/QVVSN14V060SEO/QVVSN14V060SET/QVVSN14V060SM/QVVSN14V060SMNP/QVVSN14V060SN/QVVSN14V060SO/QVVSN14V060ST,Double V-Lock,Two-Bolt Pillow Block,0883450177573/0883450177764/0883450177771/0883450178051/0883450178242/0883450178259/0883450205160/0883450205542/0883450217583/0883450217965/0883450230001/0883450230384/0883450456500,3.15 in/80 mm,6.18 in/157 mm,3.7 in/94 mm,7.72 in/196 mm,9.25 in/235 mm,10.83 in/275 mm,2.91 in/74 mm,1.38 in/35 mm,0.625 in/16 mm,3.5 in/89 mm,0.59 in/15 mm,4.09 in/104 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.24,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVVP14V065S,22214 ,65 mm,2.75 in / 69.9 mm,6.88 in / 174.8 mm,8.63 in / 219.2 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,Mounted Bearing,22214,65 mm,Metric,QVVP14V065SB/QVVP14V065SC/QVVP14V065SEB/QVVP14V065SEC/QVVP14V065SEM/QVVP14V065SEN/QVVP14V065SEO/QVVP14V065SET/QVVP14V065SM/QVVP14V065SN/QVVP14V065SO/QVVP14V065ST,Double V-Lock,Two-Bolt Pillow Block,0883450170758/0883450170949/0883450171120/0883450171502/0883450171694/0883450171885/0883450202275/0883450202657/0883450214698/0883450215077/0883450227117/0883450227490,2.75 in/69.9 mm,5.8 in/147.3 mm,3.7 in/94 mm,6.88 in/174.8 mm,8.63 in/219.2 mm,10.25 in/260.4 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.625 in/16 mm,3.5 in/88.9 mm,0.6 in/15.2 mm,4.09 in/103.9 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVVPA15V065S,22215 ,65 mm,3.25 in / 82.6 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,65 mm,Metric,QVVPA15V065SB/QVVPA15V065SC/QVVPA15V065SEB/QVVPA15V065SEC/QVVPA15V065SEM/QVVPA15V065SEN/QVVPA15V065SEO/QVVPA15V065SET/QVVPA15V065SM/QVVPA15V065SN/QVVPA15V065SO/QVVPA15V065ST,Double V-Lock,Two-Bolt Pillow Block,0883450072410/0883450072441/0883450208529/0883450208673/0883450220958/0883450221108/0883450233385/0883450233538/0883450242127/0883450242271/0883450247085/0883450247238,3.25 in/82.6 mm,6.43 in/163.3 mm,3.7 in/94 mm,7.88 in/200.2 mm,9.63 in/244.6 mm,10.88 in/276.4 mm,2.7 in/68.6 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.4 in/86.4 mm,0.70 in/17.8 mm,4.09 in/103.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVVPKT15V065S,22215 ,65 mm,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,65 mm,Metric,QVVPKT15V065SB/QVVPKT15V065SC/QVVPKT15V065SEB/QVVPKT15V065SEC/QVVPKT15V065SEM/QVVPKT15V065SEN/QVVPKT15V065SEO/QVVPKT15V065SET/QVVPKT15V065SM/QVVPKT15V065SN/QVVPKT15V065SO/QVVPKT15V065ST,Double V-Lock,Two-Bolt Pillow Block,0883450078047/0883450078115/0883450209427/0883450209496/0883450221856/0883450221894/0883450234283/0883450234351/0883450243025/0883450243063/0883450247986/0883450248020,3.5 in/88.9 mm,6.84 in/173.7 mm,3.7 in/94 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,13 in/330.2 mm,2.98 in/75.7 mm,1.38 in/35.1 mm,0.875 in/22 mm,3.54 in/89.9 mm,0.56 in/14.2 mm,4.09 in/103.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVVPL14V065S,22214 ,65 mm,2.75 in / 69.9 mm,6.81 in / 173 mm,7.44 in / 189 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,Mounted Bearing,22214,65 mm,Metric,QVVPL14V065SB/QVVPL14V065SC/QVVPL14V065SEB/QVVPL14V065SEC/QVVPL14V065SEM/QVVPL14V065SEN/QVVPL14V065SEO/QVVPL14V065SET/QVVPL14V065SM/QVVPL14V065SN/QVVPL14V065SO/QVVPL14V065ST,Double V-Lock,Two-Bolt Pillow Block,0883450172264/0883450172455/0883450172646/0883450173025/0883450173216/0883450173407/0883450203036/0883450203418/0883450215459/0883450215831/0883450227872/0883450228251,2.75 in/69.9 mm,5.8 in/147.3 mm,3.7 in/94 mm,6.81 in/173 mm,7.44 in/189 mm,9.25 in/235 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.625 in/16 mm,3.5 in/88.9 mm,0.6 in/15.2 mm,4.09 in/103.9 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVVPN15V065S,22215 ,65 mm,3.15 in / 80 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,65 mm,Metric,QVVPN15V065SB/QVVPN15V065SC/QVVPN15V065SEB/QVVPN15V065SEBNG/QVVPN15V065SEC/QVVPN15V065SEM/QVVPN15V065SEN/QVVPN15V065SEO/QVVPN15V065SET/QVVPN15V065SM/QVVPN15V065SN/QVVPN15V065SO/QVVPN15V065ST,Double V-Lock,Two-Bolt Pillow Block,0883450079679/0883450079747/0883450208239/0883450208376/0883450220651/0883450220804/0883450233088/0883450233231/0883450241823/0883450241977/0883450246781/0883450246934/0883450495172,3.15 in/80 mm,6.33 in/160.8 mm,3.7 in/94 mm,7.88 in/200.2 mm,9.63 in/244.6 mm,10.88 in/276.4 mm,2.7 in/68.6 mm,1.15 in/29.2 mm,0.625 in/16 mm,3.4 in/86.4 mm,0.70 in/17.8 mm,4.09 in/103.9 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVVPXT14V065S,22214 ,65 mm,3 in / 76.2 mm,7.66 in / 194.6 mm,8.78 in / 233 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,Mounted Bearing,22214,65 mm,Metric,QVVPXT14V065SB/QVVPXT14V065SC/QVVPXT14V065SEB/QVVPXT14V065SEC/QVVPXT14V065SEM/QVVPXT14V065SEN/QVVPXT14V065SEO/QVVPXT14V065SET/QVVPXT14V065SM/QVVPXT14V065SMNG/QVVPXT14V065SN/QVVPXT14V065SO/QVVPXT14V065ST,Double V-Lock,Two-Bolt Pillow Block,0883450374132/0883450374149/0883450374156/0883450374163/0883450374170/0883450374187/0883450374194/0883450374200/0883450374217/0883450374224/0883450374231/0883450374248/0883450496230,3 in/76.2 mm,6.05 in/153.7 mm,3.7 in/94 mm,7.66 in/194.6 mm,8.78 in/233 mm,11.25 in/285.8 mm,2.9 in/73.7 mm,1.38 in/35.1 mm,0.75 in/20 mm,3.5 in/88.9 mm,0.6 in/15.2 mm,4.09 in/103.9 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVVSN14V065S,22214 ,65 mm,3.15 in / 80 mm,7.72 in / 196 mm,9.25 in / 235 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,Mounted Bearing,22214,65 mm,Metric,QVVSN14V065SB/QVVSN14V065SC/QVVSN14V065SEB/QVVSN14V065SEC/QVVSN14V065SEM/QVVSN14V065SEN/QVVSN14V065SEO/QVVSN14V065SET/QVVSN14V065SM/QVVSN14V065SN/QVVSN14V065SO/QVVSN14V065ST/QVVSN14V065STNG,Double V-Lock,Two-Bolt Pillow Block,0883450147088/0883450147095/0883450147125/0883450177603/0883450178082/0883450178266/0883450205191/0883450205573/0883450217613/0883450217996/0883450230032/0883450230414/0883450472807,3.15 in/80 mm,6.18 in/157 mm,3.7 in/94 mm,7.72 in/196 mm,9.25 in/235 mm,10.83 in/275 mm,2.91 in/74 mm,1.38 in/35 mm,0.625 in/16 mm,3.5 in/89 mm,0.59 in/15 mm,4.09 in/104 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.24,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVVP16V070S,22216 ,70 mm,3.13 in / 79.5 mm,7.88 in / 200.2 mm,9.63 in / 244.6 mm,62500 lbf / 278000 N,57200 lbf / 254000 N,,Mounted Bearing,22216,70 mm,Metric,QVVP16V070SB/QVVP16V070SC/QVVP16V070SEB/QVVP16V070SEC/QVVP16V070SEM/QVVP16V070SEN/QVVP16V070SEO/QVVP16V070SET/QVVP16V070SM/QVVP16V070SN/QVVP16V070SO/QVVP16V070ST,Double V-Lock,Two-Bolt Pillow Block,0883450170789/0883450170970/0883450171151/0883450171533/0883450171724/0883450171915/0883450202305/0883450202688/0883450214728/0883450215107/0883450227148/0883450227520,3.13 in/79.5 mm,6.47 in/164.3 mm,4.19 in/106.4 mm,7.88 in/200.2 mm,9.63 in/244.6 mm,11.63 in/295.4 mm,3 in/76.2 mm,1.38 in/35.1 mm,0.75 in/20 mm,3.59 in/91.2 mm,0.59 in/15 mm,4.18 in/106.2 mm,62500 lbf/278000 N,57200 lbf/254000 N,0.22,3.14,4.67,1500 rpm,2650 rpm,1200 rpm,1500 rpm,2200 rpm,1150 rpm,0.083 in/2.108 mm,0.0020 in/0.051 mm,0.0037,0.0047,0.0037 in/0.095 mm,0.0047 in/0.120 mm
