Part Number,Shaft Size,Shaft Size Type,Dimension L,Dimension A,C90 Dynamic Load Rating,Max. Speed,Lubrication,Housing Coating,CAD,Shaft Size,Shaft Size Type,UPC Code,Lubrication,Housing Coating,Dimension B,Dimension L,Dimension A,Dimension J Min.,Dimension J Max.,Bolt Diameter,Dimension N,Dimension N1,Dimension N2,Dimension H1,Dimension H2,Dimension d1,Dimension H,e,X (if Fa/Fr ≤ e),Y (if Fa/Fr ≤ e),X (if Fa/Fr > e),Y (if Fa/Fr > e),K Factor,C90 Dynamic Load Rating1,C0 Static Load Rating,Fa-max Maximum Permissible Thrust Load2,Fr-max Maximum Allowable Slip Fit Radial Load3,Max. Speed4,Note,Type E Closed Cover Number,Dimension Ac,Dimension d2,Type E Open Cover Number
E-P4B-TRB-3 15/16-ECO/ECC,3 15/16 in,Imperial ,15-1/4 in,4-1/2 in,26900 lbf,1530 rpm,Grease - Premium Industrial ,E-Coat ,,3 15/16 in,Imperial,0883450505956,Grease - Premium Industrial,E-Coat,6 1/4 in,15-1/4 in,4-1/2 in,12-1/4 in,12-3/4 in,3/4 in,7/8 in,1-1/8 in,2-1/4 in,2-7/16 in,8-1/2 in,6-1/16 in,4-1/4 in,0.49,0.87,1.77,0.7,2.14,1.23,26900 lbf,154000 lbf,6908 lbf,22000 lbf,1530 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-I,7.25 in,7.43 in,EUDR-3 15/16
E-P4B-TRB-3 15/16-ECO/ECO,3 15/16 in,Imperial ,15-1/4 in,4-1/2 in,26900 lbf,1530 rpm,Grease - Premium Industrial ,E-Coat ,,3 15/16 in,Imperial,0883450509183,Grease - Premium Industrial,E-Coat,6 1/4 in,15-1/4 in,4-1/2 in,12-1/4 in,12-3/4 in,3/4 in,7/8 in,1-1/8 in,2-1/4 in,2-7/16 in,8-1/2 in,6-1/16 in,4-1/4 in,0.49,0.87,1.77,0.7,2.14,1.23,26900 lbf,154000 lbf,6908 lbf,22000 lbf,1530 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,7.35 in,7.43 in,EUDR-3 15/16
E-P4B-TRB-3 15/16-ECO,3 15/16 in,Imperial ,15-1/4 in,4-1/2 in,26900 lbf,1530 rpm,Grease - Premium Industrial ,E-Coat ,,3 15/16 in,Imperial,0883450507554,Grease - Premium Industrial,E-Coat,6 1/4 in,15-1/4 in,4-1/2 in,12-1/4 in,12-3/4 in,3/4 in,7/8 in,1-1/8 in,2-1/4 in,2-7/16 in,8-1/2 in,6-1/16 in,4-1/4 in,0.49,0.87,1.77,0.7,2.14,1.23,26900 lbf,154000 lbf,6908 lbf,22000 lbf,1530 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,5.925 in,7.43 in,EUDR-3 15/16
E-P4B-TRB-3 15/16-SLA,3 15/16 in,Imperial ,15-1/4 in,4-1/2 in,26900 lbf,1530 rpm,Solid Lube - Food Grade ,E-Coat ,,3 15/16 in,Imperial,,Solid Lube - Food Grade,E-Coat,6 1/4 in,15-1/4 in,4-1/2 in,12-1/4 in,12-3/4 in,3/4 in,7/8 in,1-1/8 in,2-1/4 in,2-7/16 in,8-1/2 in,6-1/16 in,4-1/4 in,0.49,0.87,1.77,0.7,2.14,1.23,26900 lbf,154000 lbf,6908 lbf,22000 lbf,1530 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-3 15/16-SLJ,3 15/16 in,Imperial ,15-1/4 in,4-1/2 in,26900 lbf,1530 rpm,Solid Lube - Food Grade ,E-Coat ,,3 15/16 in,Imperial,,Solid Lube - Food Grade,E-Coat,6 1/4 in,15-1/4 in,4-1/2 in,12-1/4 in,12-3/4 in,3/4 in,7/8 in,1-1/8 in,2-1/4 in,2-7/16 in,8-1/2 in,6-1/16 in,4-1/4 in,0.49,0.87,1.77,0.7,2.14,1.23,26900 lbf,154000 lbf,6908 lbf,22000 lbf,1530 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-4,4 in,Imperial ,15-1/4 in,4-1/2 in,26900 lbf,1530 rpm,Grease - Premium Industrial ,E-Coat ,,4 in,Imperial,053893601939,Grease - Premium Industrial,E-Coat,6 1/4 in,15-1/4 in,4-1/2 in,12-1/4 in,12-3/4 in,3/4 in,7/8 in,1-1/8 in,2-1/4 in,2-7/16 in,8-1/2 in,6-1/16 in,4-1/4 in,0.49,0.87,1.77,0.7,2.14,1.23,26900 lbf,154000 lbf,6908 lbf,22000 lbf,1530 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-4-ECC,4 in,Imperial ,15-1/4 in,4-1/2 in,26900 lbf,1530 rpm,Grease - Premium Industrial ,E-Coat ,,4 in,Imperial,0883450504393,Grease - Premium Industrial,E-Coat,6 1/4 in,15-1/4 in,4-1/2 in,12-1/4 in,12-3/4 in,3/4 in,7/8 in,1-1/8 in,2-1/4 in,2-7/16 in,8-1/2 in,6-1/16 in,4-1/4 in,0.49,0.87,1.77,0.7,2.14,1.23,26900 lbf,154000 lbf,6908 lbf,22000 lbf,1530 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-I,5.825 in,7.43 in,
E-P4B-TRB-4-ECO/ECC,4 in,Imperial ,15-1/4 in,4-1/2 in,26900 lbf,1530 rpm,Grease - Premium Industrial ,E-Coat ,,4 in,Imperial,0883450506021,Grease - Premium Industrial,E-Coat,6 1/4 in,15-1/4 in,4-1/2 in,12-1/4 in,12-3/4 in,3/4 in,7/8 in,1-1/8 in,2-1/4 in,2-7/16 in,8-1/2 in,6-1/16 in,4-1/4 in,0.49,0.87,1.77,0.7,2.14,1.23,26900 lbf,154000 lbf,6908 lbf,22000 lbf,1530 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-I,7.25 in,7.43 in,EUDR-4
E-P4B-TRB-4-ECO/ECO,4 in,Imperial ,15-1/4 in,4-1/2 in,26900 lbf,1530 rpm,Grease - Premium Industrial ,E-Coat ,,4 in,Imperial,0883450509251,Grease - Premium Industrial,E-Coat,6 1/4 in,15-1/4 in,4-1/2 in,12-1/4 in,12-3/4 in,3/4 in,7/8 in,1-1/8 in,2-1/4 in,2-7/16 in,8-1/2 in,6-1/16 in,4-1/4 in,0.49,0.87,1.77,0.7,2.14,1.23,26900 lbf,154000 lbf,6908 lbf,22000 lbf,1530 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,7.35 in,7.43 in,EUDR-4
E-P4B-TRB-4-ECO,4 in,Imperial ,15-1/4 in,4-1/2 in,26900 lbf,1530 rpm,Grease - Premium Industrial ,E-Coat ,,4 in,Imperial,0883450507622,Grease - Premium Industrial,E-Coat,6 1/4 in,15-1/4 in,4-1/2 in,12-1/4 in,12-3/4 in,3/4 in,7/8 in,1-1/8 in,2-1/4 in,2-7/16 in,8-1/2 in,6-1/16 in,4-1/4 in,0.49,0.87,1.77,0.7,2.14,1.23,26900 lbf,154000 lbf,6908 lbf,22000 lbf,1530 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,5.925 in,7.43 in,EUDR-4
E-P4B-TRB-4-SLA,4 in,Imperial ,15-1/4 in,4-1/2 in,26900 lbf,1530 rpm,Solid Lube - Food Grade ,E-Coat ,,4 in,Imperial,,Solid Lube - Food Grade,E-Coat,6 1/4 in,15-1/4 in,4-1/2 in,12-1/4 in,12-3/4 in,3/4 in,7/8 in,1-1/8 in,2-1/4 in,2-7/16 in,8-1/2 in,6-1/16 in,4-1/4 in,0.49,0.87,1.77,0.7,2.14,1.23,26900 lbf,154000 lbf,6908 lbf,22000 lbf,1530 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-4-SLJ,4 in,Imperial ,15-1/4 in,4-1/2 in,26900 lbf,1530 rpm,Solid Lube - Food Grade ,E-Coat ,,4 in,Imperial,,Solid Lube - Food Grade,E-Coat,6 1/4 in,15-1/4 in,4-1/2 in,12-1/4 in,12-3/4 in,3/4 in,7/8 in,1-1/8 in,2-1/4 in,2-7/16 in,8-1/2 in,6-1/16 in,4-1/4 in,0.49,0.87,1.77,0.7,2.14,1.23,26900 lbf,154000 lbf,6908 lbf,22000 lbf,1530 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-4 7/16,4 7/16 in,Imperial ,16-5/8 in,4-5/8 in,33000 lbf,1360 rpm,Grease - Premium Industrial ,E-Coat ,,4 7/16 in,Imperial,053893607634,Grease - Premium Industrial,E-Coat,6 3/4 in,16-5/8 in,4-5/8 in,13-5/16 in,13-11/16 in,3/4 in,15/16 in,1-1/8 in,2-1/2 in,2-3/4 in,9-3/8 in,6-47/64 in,4-3/4 in,0.53,0.87,1.63,0.7,1.97,1.13,33000 lbf,188400 lbf,6908 lbf,27000 lbf,1360 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-4 7/16-ECC,4 7/16 in,Imperial ,16-5/8 in,4-5/8 in,33000 lbf,1360 rpm,Grease - Premium Industrial ,E-Coat ,,4 7/16 in,Imperial,0883450504386,Grease - Premium Industrial,E-Coat,6 3/4 in,16-5/8 in,4-5/8 in,13-5/16 in,13-11/16 in,3/4 in,15/16 in,1-1/8 in,2-1/2 in,2-3/4 in,9-3/8 in,6-47/64 in,4-3/4 in,0.53,0.87,1.63,0.7,1.97,1.13,33000 lbf,188400 lbf,6908 lbf,27000 lbf,1360 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-J,6.263 in,8.25 in,
E-P4B-TRB-4 7/16-ECO/ECC,4 7/16 in,Imperial ,16-5/8 in,4-5/8 in,33000 lbf,1360 rpm,Grease - Premium Industrial ,E-Coat ,,4 7/16 in,Imperial,0883450506014,Grease - Premium Industrial,E-Coat,6 3/4 in,16-5/8 in,4-5/8 in,13-5/16 in,13-11/16 in,3/4 in,15/16 in,1-1/8 in,2-1/2 in,2-3/4 in,9-3/8 in,6-47/64 in,4-3/4 in,0.53,0.87,1.63,0.7,1.97,1.13,33000 lbf,188400 lbf,6908 lbf,27000 lbf,1360 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-J,8.001 in,8.25 in,EUDR-4 7/16
E-P4B-TRB-4 7/16-ECO/ECO,4 7/16 in,Imperial ,16-5/8 in,4-5/8 in,33000 lbf,1360 rpm,Grease - Premium Industrial ,E-Coat ,,4 7/16 in,Imperial,0883450509244,Grease - Premium Industrial,E-Coat,6 3/4 in,16-5/8 in,4-5/8 in,13-5/16 in,13-11/16 in,3/4 in,15/16 in,1-1/8 in,2-1/2 in,2-3/4 in,9-3/8 in,6-47/64 in,4-3/4 in,0.53,0.87,1.63,0.7,1.97,1.13,33000 lbf,188400 lbf,6908 lbf,27000 lbf,1360 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,8.101 in,8.25 in,EUDR-4 7/16
E-P4B-TRB-4 7/16-ECO,4 7/16 in,Imperial ,16-5/8 in,4-5/8 in,33000 lbf,1360 rpm,Grease - Premium Industrial ,E-Coat ,,4 7/16 in,Imperial,0883450507615,Grease - Premium Industrial,E-Coat,6 3/4 in,16-5/8 in,4-5/8 in,13-5/16 in,13-11/16 in,3/4 in,15/16 in,1-1/8 in,2-1/2 in,2-3/4 in,9-3/8 in,6-47/64 in,4-3/4 in,0.53,0.87,1.63,0.7,1.97,1.13,33000 lbf,188400 lbf,6908 lbf,27000 lbf,1360 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,6.363 in,8.25 in,EUDR-4 7/16
E-P4B-TRB-4 7/16-SLA,4 7/16 in,Imperial ,16-5/8 in,4-5/8 in,33000 lbf,1360 rpm,Solid Lube - Food Grade ,E-Coat ,,4 7/16 in,Imperial,,Solid Lube - Food Grade,E-Coat,6 3/4 in,16-5/8 in,4-5/8 in,13-5/16 in,13-11/16 in,3/4 in,15/16 in,1-1/8 in,2-1/2 in,2-3/4 in,9-3/8 in,6-47/64 in,4-3/4 in,0.53,0.87,1.63,0.7,1.97,1.13,33000 lbf,188400 lbf,6908 lbf,27000 lbf,1360 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-4 7/16-SLJ,4 7/16 in,Imperial ,16-5/8 in,4-5/8 in,33000 lbf,1360 rpm,Solid Lube - Food Grade ,E-Coat ,,4 7/16 in,Imperial,,Solid Lube - Food Grade,E-Coat,6 3/4 in,16-5/8 in,4-5/8 in,13-5/16 in,13-11/16 in,3/4 in,15/16 in,1-1/8 in,2-1/2 in,2-3/4 in,9-3/8 in,6-47/64 in,4-3/4 in,0.53,0.87,1.63,0.7,1.97,1.13,33000 lbf,188400 lbf,6908 lbf,27000 lbf,1360 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
