Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,Bolt Hole Spacing - Across,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension MT,Dimension RTT,Dimension ST,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Pre Install Clearance Min,Pre Install Clearance Max
TAA30SN36K605S,23136 ,6 5/16 in,6.69 in / 170 mm,16.14 in / 410 mm,17.72 in / 450 mm,3.94 in / 100 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,6 5/16 in,Imperial,TAA30SN36K605SB/TAA30SN36K605SC/TAA30SN36K605SEB/TAA30SN36K605SEC/TAA30SN36K605SEM/TAA30SN36K605SEN/TAA30SN36K605SEO/TAA30SN36K605SET/TAA30SN36K605SMT/TAA30SN36K605SNT/TAA30SN36K605SO/TAA30SN36K605ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,6.69 in/170 mm,13-1/2 in/343 mm,8.27 in/210 mm,16.14 in/410 mm,17.72 in/450 mm,3.94 in/100 mm,20.08 in/510 mm,7.09 in/180 mm,2.36 in/60 mm,1 in/24 mm,7.44 in/189 mm,3.9 in/99.1 mm,0.56 in/14.2 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAA31SN36K605S,23136 ,6 5/16 in,7.09 in / 180 mm,16.93 in / 430 mm,18.5 in / 470 mm,4.33 in / 110 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,6 5/16 in,Imperial,TAA31SN36K605SB/TAA31SN36K605SC/TAA31SN36K605SEB/TAA31SN36K605SEC/TAA31SN36K605SEM/TAA31SN36K605SEN/TAA31SN36K605SEO/TAA31SN36K605SET/TAA31SN36K605SMT/TAA31SN36K605SNT/TAA31SN36K605SO/TAA31SN36K605ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7.09 in/180 mm,13.9 in/353 mm,9.06 in/230 mm,16.93 in/430 mm,18.5 in/470 mm,4.33 in/110 mm,20.87 in/530 mm,7.09 in/180 mm,2.76 in/70 mm,1 in/24 mm,7.45 in/189 mm,3.9 in/99.1 mm,0.57 in/14.5 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
DAAPF36K605S,23136 ,6 5/16 in,7-1/2 in / 190.5 mm,20.88 in / 530.2 mm,23.63 in / 600.1 mm,4.63 in / 117.5 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,6 5/16 in,Imperial,,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7-1/2 in/190.5 mm,15.4 in/391.2 mm,9.06 in/230 mm,20.88 in/530.2 mm,23.63 in/600.1 mm,4.63 in/117.5 mm,26 in/660.4 mm,7.5 in/190.5 mm,3 in/76.2 mm,1 in/24 mm,7.65 in/194.2 mm,3.9 in/98.9 mm,0.57 in/14.5 mm,7.74 in/196.7 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAA4SD36K606S,23136 ,6.3750 in,11.25 in / 285.8 mm,27.5 in / 698.5 mm,30.5 in / 774.7 mm,5.5 in / 139.7 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,6.3750 in,Imperial,TAA4SD36K606SB/TAA4SD36K606SC/TAA4SD36K606SEB/TAA4SD36K606SEC/TAA4SD36K606SEM/TAA4SD36K606SEN/TAA4SD36K606SEO/TAA4SD36K606SET/TAA4SD36K606SMT/TAA4SD36K606SNT/TAA4SD36K606SO/TAA4SD36K606ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,11.25 in/285.8 mm,19.75 in/501.7 mm,9.06 in/230 mm,27.5 in/698.5 mm,30.5 in/774.7 mm,5.5 in/139.7 mm,34.38 in/873.3 mm,8.8 in/223.5 mm,2.75 in/69.9 mm,1.5 in/36 mm,8.3 in/210.8 mm,3.9 in/99.1 mm,0.62 in/15.7 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAAPH36K606S,23136 ,6.3750 in,7-1/2 in / 190.5 mm,20.88 in / 531.8 mm,23.63 in / 600.2 mm,4.63 in / 117.5 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,6.3750 in,Imperial,TAAPH36K606SB/TAAPH36K606SC/TAAPH36K606SEB/TAAPH36K606SEC/TAAPH36K606SEM/TAAPH36K606SEN/TAAPH36K606SEO/TAAPH36K606SET/TAAPH36K606SMT/TAAPH36K606SNT/TAAPH36K606SO/TAAPH36K606ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7-1/2 in/190.5 mm,15.4 in/391.2 mm,9.06 in/230 mm,20.88 in/531.8 mm,23.63 in/600.2 mm,4.63 in/117.5 mm,26-3/4 in/679.5 mm,7.5 in/190.5 mm,3 in/76.2 mm,1 in/24 mm,7.72 in/196 mm,3.9 in/99.1 mm,0.57 in/14.5 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAAPH36DK606S,23136 ,6.3750 in,7-1/2 in / 190.5 mm,20.88 in / 530.4 mm,23.63 in / 600.2 mm,5.88 in / 149.4 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,6.3750 in,Imperial,TAAPH36DK606SB/TAAPH36DK606SC/TAAPH36DK606SEB/TAAPH36DK606SEC/TAAPH36DK606SEM/TAAPH36DK606SEN/TAAPH36DK606SEO/TAAPH36DK606SET/TAAPH36DK606SMT/TAAPH36DK606SNT/TAAPH36DK606SO/TAAPH36DK606ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7-1/2 in/190.5 mm,15.4 in/391.2 mm,8.27 in/210.1 mm,20.88 in/530.4 mm,23.63 in/600.2 mm,5.88 in/149.4 mm,26-3/4 in/679.5 mm,8.64 in/219.5 mm,2.75 in/69.9 mm,1.25 in/30 mm,8.22 in/209 mm,3.9 in/99.1 mm,0.57 in/14.5 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAAPH636K606S,23136 ,6.3750 in,8.88 in / 225.4 mm,24 in / 609.6 mm,26.63 in / 676.3 mm,5.25 in / 133.4 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,6.3750 in,Imperial,TAAPH636K606SB/TAAPH636K606SC/TAAPH636K606SEB/TAAPH636K606SEC/TAAPH636K606SEM/TAAPH636K606SEN/TAAPH636K606SEO/TAAPH636K606SET/TAAPH636K606SMT/TAAPH636K606SNT/TAAPH636K606SO/TAAPH636K606ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,8.88 in/225.4 mm,16.8 in/426.7 mm,9.06 in/230 mm,24 in/609.6 mm,26.63 in/676.3 mm,5.25 in/133.4 mm,31.25 in/793.8 mm,9.88 in/250.8 mm,2.75 in/69.9 mm,1.25 in/30 mm,8.84 in/224 mm,3.9 in/99.1 mm,0.57 in/14.5 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAAPH636DK606S,23136 ,6.3750 in,8.88 in / 225.4 mm,24.13 in / 612.8 mm,26.38 in / 669.9 mm,6.88 in / 174.6 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,6.3750 in,Imperial,TAAPH636DK606SB/TAAPH636DK606SC/TAAPH636DK606SEB/TAAPH636DK606SEC/TAAPH636DK606SEM/TAAPH636DK606SEN/TAAPH636DK606SEO/TAAPH636DK606SET/TAAPH636DK606SMT/TAAPH636DK606SNT/TAAPH636DK606SO/TAAPH636DK606ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,8.88 in/225.4 mm,16.8 in/426.7 mm,9.06 in/230 mm,24.13 in/612.8 mm,26.38 in/669.9 mm,6.88 in/174.6 mm,30.5 in/774.7 mm,9.88 in/250.8 mm,2.75 in/69.9 mm,1.5 in/36 mm,8.84 in/224 mm,3.9 in/99.1 mm,0.57 in/14.5 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAAPH036K606S,23136 ,6.3750 in,6.69 in / 169.9 mm,17.38 in / 441.4 mm,19.25 in / 488.9 mm,3-3/4 in / 95.3 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,6.3750 in,Imperial,TAAPH036K606SB/TAAPH036K606SC/TAAPH036K606SEB/TAAPH036K606SEC/TAAPH036K606SEM/TAAPH036K606SEN/TAAPH036K606SEO/TAAPH036K606SET/TAAPH036K606SMT/TAAPH036K606SNT/TAAPH036K606SO/TAAPH036K606ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,6.69 in/169.9 mm,13-1/2 in/342.9 mm,9.06 in/230 mm,17.38 in/441.4 mm,19.25 in/488.9 mm,3-3/4 in/95.3 mm,22.0 in/558.8 mm,7.09 in/180.1 mm,2.36 in/59.9 mm,1 in/24 mm,7.45 in/189.1 mm,3.9 in/99.1 mm,0.57 in/14.5 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAA30SN36K606S,23136 ,6.3750 in,6.69 in / 170 mm,16.14 in / 410 mm,17.72 in / 450 mm,3.94 in / 100 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,6.3750 in,Imperial,TAA30SN36K606SB/TAA30SN36K606SC/TAA30SN36K606SEB/TAA30SN36K606SEC/TAA30SN36K606SEM/TAA30SN36K606SEN/TAA30SN36K606SEO/TAA30SN36K606SET/TAA30SN36K606SMT/TAA30SN36K606SNT/TAA30SN36K606SO/TAA30SN36K606ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,6.69 in/170 mm,13-1/2 in/343 mm,8.27 in/210 mm,16.14 in/410 mm,17.72 in/450 mm,3.94 in/100 mm,20.08 in/510 mm,7.09 in/180 mm,2.36 in/60 mm,1 in/24 mm,7.44 in/189 mm,3.9 in/99.1 mm,0.56 in/14.2 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAA31SN36K606S,23136 ,6.3750 in,7.09 in / 180 mm,16.93 in / 430 mm,18.5 in / 470 mm,4.33 in / 110 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,6.3750 in,Imperial,TAA31SN36K606SB/TAA31SN36K606SC/TAA31SN36K606SEB/TAA31SN36K606SEC/TAA31SN36K606SEM/TAA31SN36K606SEN/TAA31SN36K606SEO/TAA31SN36K606SET/TAA31SN36K606SMT/TAA31SN36K606SNT/TAA31SN36K606SO/TAA31SN36K606ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7.09 in/180 mm,13.9 in/353 mm,9.06 in/230 mm,16.93 in/430 mm,18.5 in/470 mm,4.33 in/110 mm,20.87 in/530 mm,7.09 in/180 mm,2.76 in/70 mm,1 in/24 mm,7.45 in/189 mm,3.9 in/99.1 mm,0.57 in/14.5 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
DAAPF36K606S,23136 ,6.3750 in,7-1/2 in / 190.5 mm,20.88 in / 530.2 mm,23.63 in / 600.1 mm,4.63 in / 117.5 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,6.3750 in,Imperial,,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7-1/2 in/190.5 mm,15.4 in/391.2 mm,9.06 in/230 mm,20.88 in/530.2 mm,23.63 in/600.1 mm,4.63 in/117.5 mm,26 in/660.4 mm,7.5 in/190.5 mm,3 in/76.2 mm,1 in/24 mm,7.65 in/194.2 mm,3.9 in/98.9 mm,0.57 in/14.5 mm,7.74 in/196.7 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAA4SD36K607S,23136 ,6 7/16 in,11.25 in / 285.8 mm,27.5 in / 698.5 mm,30.5 in / 774.7 mm,5.5 in / 139.7 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,6 7/16 in,Imperial,TAA4SD36K607SB/TAA4SD36K607SC/TAA4SD36K607SEB/TAA4SD36K607SEC/TAA4SD36K607SEM/TAA4SD36K607SEN/TAA4SD36K607SEO/TAA4SD36K607SET/TAA4SD36K607SMT/TAA4SD36K607SNT/TAA4SD36K607SO/TAA4SD36K607ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,11.25 in/285.8 mm,19.75 in/501.7 mm,9.06 in/230 mm,27.5 in/698.5 mm,30.5 in/774.7 mm,5.5 in/139.7 mm,34.38 in/873.3 mm,8.8 in/223.5 mm,2.75 in/69.9 mm,1.5 in/36 mm,8.3 in/210.8 mm,3.9 in/99.1 mm,0.62 in/15.7 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAAPH36K607S,23136 ,6 7/16 in,7-1/2 in / 190.5 mm,20.88 in / 531.8 mm,23.63 in / 600.2 mm,4.63 in / 117.5 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,6 7/16 in,Imperial,TAAPH36K607SB/TAAPH36K607SC/TAAPH36K607SEB/TAAPH36K607SEC/TAAPH36K607SEM/TAAPH36K607SEN/TAAPH36K607SEO/TAAPH36K607SET/TAAPH36K607SMT/TAAPH36K607SNT/TAAPH36K607SO/TAAPH36K607ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7-1/2 in/190.5 mm,15.4 in/391.2 mm,9.06 in/230 mm,20.88 in/531.8 mm,23.63 in/600.2 mm,4.63 in/117.5 mm,26-3/4 in/679.5 mm,7.5 in/190.5 mm,3 in/76.2 mm,1 in/24 mm,7.72 in/196 mm,3.9 in/99.1 mm,0.57 in/14.5 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAAPH36DK607S,23136 ,6 7/16 in,7-1/2 in / 190.5 mm,20.88 in / 530.4 mm,23.63 in / 600.2 mm,5.88 in / 149.4 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,6 7/16 in,Imperial,TAAPH36DK607SB/TAAPH36DK607SC/TAAPH36DK607SEB/TAAPH36DK607SEC/TAAPH36DK607SEM/TAAPH36DK607SEN/TAAPH36DK607SEO/TAAPH36DK607SET/TAAPH36DK607SMT/TAAPH36DK607SNT/TAAPH36DK607SO/TAAPH36DK607ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7-1/2 in/190.5 mm,15.4 in/391.2 mm,8.27 in/210.1 mm,20.88 in/530.4 mm,23.63 in/600.2 mm,5.88 in/149.4 mm,26-3/4 in/679.5 mm,8.64 in/219.5 mm,2.75 in/69.9 mm,1.25 in/30 mm,8.22 in/209 mm,3.9 in/99.1 mm,0.57 in/14.5 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAAPH636K607S,23136 ,6 7/16 in,8.88 in / 225.4 mm,24 in / 609.6 mm,26.63 in / 676.3 mm,5.25 in / 133.4 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,6 7/16 in,Imperial,TAAPH636K607SB/TAAPH636K607SC/TAAPH636K607SEB/TAAPH636K607SEC/TAAPH636K607SEM/TAAPH636K607SEN/TAAPH636K607SEO/TAAPH636K607SET/TAAPH636K607SMT/TAAPH636K607SNT/TAAPH636K607SO/TAAPH636K607ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,8.88 in/225.4 mm,16.8 in/426.7 mm,9.06 in/230 mm,24 in/609.6 mm,26.63 in/676.3 mm,5.25 in/133.4 mm,31.25 in/793.8 mm,9.88 in/250.8 mm,2.75 in/69.9 mm,1.25 in/30 mm,8.84 in/224 mm,3.9 in/99.1 mm,0.57 in/14.5 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAAPH636DK607S,23136 ,6 7/16 in,8.88 in / 225.4 mm,24.13 in / 612.8 mm,26.38 in / 669.9 mm,6.88 in / 174.6 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,6 7/16 in,Imperial,TAAPH636DK607SB/TAAPH636DK607SC/TAAPH636DK607SEB/TAAPH636DK607SEC/TAAPH636DK607SEM/TAAPH636DK607SEN/TAAPH636DK607SEO/TAAPH636DK607SET/TAAPH636DK607SMT/TAAPH636DK607SNT/TAAPH636DK607SO/TAAPH636DK607ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,8.88 in/225.4 mm,16.8 in/426.7 mm,9.06 in/230 mm,24.13 in/612.8 mm,26.38 in/669.9 mm,6.88 in/174.6 mm,30.5 in/774.7 mm,9.88 in/250.8 mm,2.75 in/69.9 mm,1.5 in/36 mm,8.84 in/224 mm,3.9 in/99.1 mm,0.57 in/14.5 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAAPH036K607S,23136 ,6 7/16 in,6.69 in / 169.9 mm,17.38 in / 441.4 mm,19.25 in / 488.9 mm,3-3/4 in / 95.3 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,6 7/16 in,Imperial,TAAPH036K607SB/TAAPH036K607SC/TAAPH036K607SEB/TAAPH036K607SEC/TAAPH036K607SEM/TAAPH036K607SEN/TAAPH036K607SEO/TAAPH036K607SET/TAAPH036K607SMT/TAAPH036K607SNT/TAAPH036K607SO/TAAPH036K607ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,6.69 in/169.9 mm,13-1/2 in/342.9 mm,9.06 in/230 mm,17.38 in/441.4 mm,19.25 in/488.9 mm,3-3/4 in/95.3 mm,22.0 in/558.8 mm,7.09 in/180.1 mm,2.36 in/59.9 mm,1 in/24 mm,7.45 in/189.1 mm,3.9 in/99.1 mm,0.57 in/14.5 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAA30SN36K607S,23136 ,6 7/16 in,6.69 in / 170 mm,16.14 in / 410 mm,17.72 in / 450 mm,3.94 in / 100 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,6 7/16 in,Imperial,TAA30SN36K607SB/TAA30SN36K607SC/TAA30SN36K607SEB/TAA30SN36K607SEC/TAA30SN36K607SEM/TAA30SN36K607SEN/TAA30SN36K607SEO/TAA30SN36K607SET/TAA30SN36K607SMT/TAA30SN36K607SNT/TAA30SN36K607SO/TAA30SN36K607ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,6.69 in/170 mm,13-1/2 in/343 mm,8.27 in/210 mm,16.14 in/410 mm,17.72 in/450 mm,3.94 in/100 mm,20.08 in/510 mm,7.09 in/180 mm,2.36 in/60 mm,1 in/24 mm,7.44 in/189 mm,3.9 in/99.1 mm,0.56 in/14.2 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAA31SN36K607S,23136 ,6 7/16 in,7.09 in / 180 mm,16.93 in / 430 mm,18.5 in / 470 mm,4.33 in / 110 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,6 7/16 in,Imperial,TAA31SN36K607SB/TAA31SN36K607SC/TAA31SN36K607SEB/TAA31SN36K607SEC/TAA31SN36K607SEM/TAA31SN36K607SEN/TAA31SN36K607SEO/TAA31SN36K607SET/TAA31SN36K607SMT/TAA31SN36K607SNT/TAA31SN36K607SO/TAA31SN36K607ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7.09 in/180 mm,13.9 in/353 mm,9.06 in/230 mm,16.93 in/430 mm,18.5 in/470 mm,4.33 in/110 mm,20.87 in/530 mm,7.09 in/180 mm,2.76 in/70 mm,1 in/24 mm,7.45 in/189 mm,3.9 in/99.1 mm,0.57 in/14.5 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
DAAPF36K607S,23136 ,6 7/16 in,7-1/2 in / 190.5 mm,20.88 in / 530.2 mm,23.63 in / 600.1 mm,4.63 in / 117.5 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,6 7/16 in,Imperial,,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7-1/2 in/190.5 mm,15.4 in/391.2 mm,9.06 in/230 mm,20.88 in/530.2 mm,23.63 in/600.1 mm,4.63 in/117.5 mm,26 in/660.4 mm,7.5 in/190.5 mm,3 in/76.2 mm,1 in/24 mm,7.65 in/194.2 mm,3.9 in/98.9 mm,0.57 in/14.5 mm,7.74 in/196.7 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAA4SD36K608S,23136 ,6 1/2 in,11.25 in / 285.8 mm,27.5 in / 698.5 mm,30.5 in / 774.7 mm,5.5 in / 139.7 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,6 1/2 in,Imperial,TAA4SD36K608SB/TAA4SD36K608SC/TAA4SD36K608SEB/TAA4SD36K608SEC/TAA4SD36K608SEM/TAA4SD36K608SEN/TAA4SD36K608SEO/TAA4SD36K608SET/TAA4SD36K608SMT/TAA4SD36K608SNT/TAA4SD36K608SO/TAA4SD36K608ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,11.25 in/285.8 mm,19.75 in/501.7 mm,9.06 in/230 mm,27.5 in/698.5 mm,30.5 in/774.7 mm,5.5 in/139.7 mm,34.38 in/873.3 mm,8.8 in/223.5 mm,2.75 in/69.9 mm,1.5 in/36 mm,8.3 in/210.8 mm,3.9 in/99.1 mm,0.62 in/15.7 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAAPH36K608S,23136 ,6 1/2 in,7-1/2 in / 190.5 mm,20.88 in / 531.8 mm,23.63 in / 600.2 mm,4.63 in / 117.5 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,6 1/2 in,Imperial,TAAPH36K608SB/TAAPH36K608SC/TAAPH36K608SEB/TAAPH36K608SEC/TAAPH36K608SEM/TAAPH36K608SEN/TAAPH36K608SEO/TAAPH36K608SET/TAAPH36K608SMT/TAAPH36K608SNT/TAAPH36K608SO/TAAPH36K608ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7-1/2 in/190.5 mm,15.4 in/391.2 mm,9.06 in/230 mm,20.88 in/531.8 mm,23.63 in/600.2 mm,4.63 in/117.5 mm,26-3/4 in/679.5 mm,7.5 in/190.5 mm,3 in/76.2 mm,1 in/24 mm,7.72 in/196 mm,3.9 in/99.1 mm,0.57 in/14.5 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAAPH36DK608S,23136 ,6 1/2 in,7-1/2 in / 190.5 mm,20.88 in / 530.4 mm,23.63 in / 600.2 mm,5.88 in / 149.4 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,6 1/2 in,Imperial,TAAPH36DK608SB/TAAPH36DK608SC/TAAPH36DK608SEB/TAAPH36DK608SEC/TAAPH36DK608SEM/TAAPH36DK608SEN/TAAPH36DK608SEO/TAAPH36DK608SET/TAAPH36DK608SMT/TAAPH36DK608SNT/TAAPH36DK608SO/TAAPH36DK608ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7-1/2 in/190.5 mm,15.4 in/391.2 mm,8.27 in/210.1 mm,20.88 in/530.4 mm,23.63 in/600.2 mm,5.88 in/149.4 mm,26-3/4 in/679.5 mm,8.64 in/219.5 mm,2.75 in/69.9 mm,1.25 in/30 mm,8.22 in/209 mm,3.9 in/99.1 mm,0.57 in/14.5 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
TAAPH636K608S,23136 ,6 1/2 in,8.88 in / 225.4 mm,24 in / 609.6 mm,26.63 in / 676.3 mm,5.25 in / 133.4 mm,449000 lbf / 2000000 N,317000 lbf / 1410000 N,,Mounted Bearing,23136,6 1/2 in,Imperial,TAAPH636K608SB/TAAPH636K608SC/TAAPH636K608SEB/TAAPH636K608SEC/TAAPH636K608SEM/TAAPH636K608SEN/TAAPH636K608SEO/TAAPH636K608SET/TAAPH636K608SMT/TAAPH636K608SNT/TAAPH636K608SO/TAAPH636K608ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,8.88 in/225.4 mm,16.8 in/426.7 mm,9.06 in/230 mm,24 in/609.6 mm,26.63 in/676.3 mm,5.25 in/133.4 mm,31.25 in/793.8 mm,9.88 in/250.8 mm,2.75 in/69.9 mm,1.25 in/30 mm,8.84 in/224 mm,3.9 in/99.1 mm,0.57 in/14.5 mm,7.74 in/196.6 mm,449000 lbf/2000000 N,317000 lbf/1410000 N,0.29,2.32,3.45,,,,,,,0.083 in/2.108 mm,,,
