Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,Bolt Hole Spacing - Across,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension M,Dimension S,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Pre Install Clearance Min,Pre Install Clearance Max,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max
TAPK22K100S,22222 ,100 mm,5-3/4 in / 146.1 mm,13.94 in / 354.1 mm,15.56 in / 395.2 mm,4 in / 101.6 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,100 mm,Metric,TAPK22K100SB/TAPK22K100SC/TAPK22K100SEB/TAPK22K100SEC/TAPK22K100SEM/TAPK22K100SEN/TAPK22K100SEO/TAPK22K100SET/TAPK22K100SM/TAPK22K100SN/TAPK22K100SO/TAPK22K100ST,Tapered Adapter,Four-Bolt Pillow Block,0883450084949/0883450085014/0883450085045/0883450085113/0883450131872/0883450131889/0883450131896/0883450131902/0883450199216/0883450276658/0883450276856/0883450297158,5-3/4 in/146.1 mm,10.78 in/273.8 mm,5.71 in/145 mm,13.94 in/354.1 mm,15.56 in/395.2 mm,4 in/101.6 mm,19 in/469.9 mm,6-1/4 in/158.8 mm,1.8 in/45.7 mm,1 in/24 mm,5.44 in/138.2 mm,2.48 in/63 mm,4.13 in/104.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
TA4SD22K100S,22222 ,100 mm,6.38 in / 161.9 mm,15 in / 381 mm,16 in / 406.4 mm,3.25 in / 82.56 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,100 mm,Metric,,Tapered Adapter,Four-Bolt Pillow Block,,6.38 in/161.9 mm,11.25 in/285.8 mm,5.71 in/145 mm,15 in/381 mm,16 in/406.4 mm,3.25 in/82.56 mm,19 in/482.6 mm,5.26 in/133.6 mm,1.75 in/44.5 mm,0.875 in/24 mm,5.09 in/129.3 mm,2.48 in/63 mm,4.13 in/105 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
TA4DI22K100S,22222 ,100 mm,5 in / 127 mm,13.13 in / 333.4 mm,14.75 in / 374.7 mm,2 in / 50.8 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,100 mm,Metric,,Tapered Adapter,Four-Bolt Pillow Block,,5 in/127 mm,9.88 in/250.8 mm,5.71 in/145 mm,13.13 in/333.4 mm,14.75 in/374.7 mm,2 in/50.8 mm,17.44 in/443 mm,4 in/101.6 mm,1.75 in/44.5 mm,0.75 in/20 mm,4.48 in/113.8 mm,2.48 in/63 mm,4.13 in/105 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
TAPG24K110S,22224 ,110 mm,5.51 in / 140 mm,13 in / 330.2 mm,14 in / 355.6 mm,2.76 in / 70.1 mm,174000 lbf / 772000 N,145000 lbf / 647000 N,,Mounted Bearing,22224,110 mm,Metric,TAPG24K110SB/TAPG24K110SC/TAPG24K110SEB/TAPG24K110SEC/TAPG24K110SEM/TAPG24K110SEN/TAPG24K110SEO/TAPG24K110SET/TAPG24K110SM/TAPG24K110SN/TAPG24K110SO/TAPG24K110ST,Tapered Adapter,Four-Bolt Pillow Block,,5.51 in/140 mm,10.35 in/262.9 mm,6.10 in/155 mm,13 in/330.2 mm,14 in/355.6 mm,2.76 in/70.1 mm,16.14 in/410 mm,4.75 in/120.7 mm,2 in/50.8 mm,0.625 in/16 mm,5.01 in/127.3 mm,2.64 in/67 mm,4.41 in/112 mm,174000 lbf/772000 N,145000 lbf/647000 N,0.25,2.70,4.02,800 rpm,1600 rpm,500 rpm,800 rpm,1100 rpm,500 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
TAPH24K110S,22224 ,110 mm,5.25 in / 133.4 mm,13 in / 330.2 mm,14.5 in / 368.3 mm,2.75 in / 69.9 mm,174000 lbf / 772000 N,145000 lbf / 647000 N,,Mounted Bearing,22224,110 mm,Metric,,Tapered Adapter,Four-Bolt Pillow Block,,5.25 in/133.4 mm,10.11 in/256.7 mm,6.08 in/154.5 mm,13 in/330.2 mm,14.5 in/368.3 mm,2.75 in/69.9 mm,16.5 in/419.1 mm,4.75 in/120.7 mm,2 in/50.8 mm,0.75 in/20 mm,5.01 in/127.3 mm,2.64 in/67 mm,4.41 in/112 mm,174000 lbf/772000 N,145000 lbf/647000 N,0.25,2.70,4.02,800 rpm,1600 rpm,500 rpm,800 rpm,1100 rpm,500 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0053 in/0.135 mm,0.0067 in/0.170 mm,,
DVPF26K115S,22226 ,115 mm,4.75 in / 120.7 mm,11.9 in / 302.3 mm,14.5 in / 368.3 mm,2-1/2 in / 63.5 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,115 mm,Metric,DVPF26K115SB/DVPF26K115SC/DVPF26K115SEB/DVPF26K115SEC/DVPF26K115SEM/DVPF26K115SEN/DVPF26K115SEO/DVPF26K115SET/DVPF26K115SM/DVPF26K115SN/DVPF26K115SO/DVPF26K115ST,Tapered Adapter,Four-Bolt Pillow Block,0883450307918/0883450307925/0883450307932/0883450307949/0883450307956/0883450307963/0883450307970/0883450307987/0883450307994/0883450308007/0883450308014/0883450308021,4.75 in/120.7 mm,9.87 in/250.7 mm,6.5 in/165.1 mm,11.9 in/302.3 mm,14.5 in/368.3 mm,2-1/2 in/63.5 mm,16.13 in/409.7 mm,4.75 in/120.7 mm,1.58 in/40.1 mm,0.75 in/20 mm,4.87 in/123.7 mm,2.83 in/71.9 mm,4.73 in/120.1 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,,
TAPG26K115S,22226 ,115 mm,5.91 in / 150 mm,14.46 in / 367.3 mm,15.75 in / 400.1 mm,3.19 in / 81 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,115 mm,Metric,TAPG26K115SB/TAPG26K115SC/TAPG26K115SEB/TAPG26K115SEC/TAPG26K115SEM/TAPG26K115SEN/TAPG26K115SEO/TAPG26K115SET/TAPG26K115SM/TAPG26K115SN/TAPG26K115SO/TAPG26K115ST,Tapered Adapter,Four-Bolt Pillow Block,0883450308755/0883450308762/0883450308779/0883450308786/0883450308793/0883450308809/0883450308816/0883450308823/0883450308830/0883450308847/0883450308854/0883450308861,5.91 in/150 mm,11.09 in/281.7 mm,6.5 in/165.1 mm,14.46 in/367.3 mm,15.75 in/400.1 mm,3.19 in/81 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,5.35 in/135.9 mm,2.83 in/71.9 mm,4.76 in/120.9 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,,
TAPH26K115S,22226 ,115 mm,6 in / 152.4 mm,14.25 in / 362 mm,15.75 in / 400.1 mm,3.25 in / 82.6 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,115 mm,Metric,TAPH26K115SB/TAPH26K115SC/TAPH26K115SEB/TAPH26K115SEC/TAPH26K115SEM/TAPH26K115SEN/TAPH26K115SEO/TAPH26K115SET/TAPH26K115SM/TAPH26K115SN/TAPH26K115SO/TAPH26K115ST,Tapered Adapter,Four-Bolt Pillow Block,0883450308878/0883450308885/0883450308892/0883450308908/0883450308915/0883450308922/0883450308939/0883450308946/0883450308953/0883450308960/0883450308977/0883450308984,6 in/152.4 mm,11.18 in/284 mm,6.5 in/165.1 mm,14.25 in/362 mm,15.75 in/400.1 mm,3.25 in/82.6 mm,17.5 in/444.5 mm,5.04 in/128 mm,2.04 in/51.8 mm,0.875 in/24 mm,5.35 in/135.9 mm,2.83 in/71.9 mm,4.76 in/120.9 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,,
TAPK26K115S,22226 ,115 mm,6.125 in / 155.6 mm,15.25 in / 387.4 mm,16.75 in / 425.5 mm,4-1/4 in / 108 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,115 mm,Metric,TAPK26K115SB/TAPK26K115SC/TAPK26K115SEB/TAPK26K115SEC/TAPK26K115SEM/TAPK26K115SEN/TAPK26K115SEO/TAPK26K115SET/TAPK26K115SM/TAPK26K115SN/TAPK26K115SO/TAPK26K115ST,Tapered Adapter,Four-Bolt Pillow Block,0883450308991/0883450309004/0883450309011/0883450309028/0883450309035/0883450309042/0883450309059/0883450309066/0883450309073/0883450309080/0883450309097/0883450309103,6.125 in/155.6 mm,11.15 in/283.2 mm,6.5 in/165.1 mm,15.25 in/387.4 mm,16.75 in/425.5 mm,4-1/4 in/108 mm,20.25 in/514.4 mm,6.75 in/171.5 mm,2 in/50.8 mm,1.125 in/24 mm,6.2 in/157.5 mm,2.83 in/71.9 mm,4.76 in/120.9 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,,
TA4SD26K115S,22226 ,115 mm,7.25 in / 184.2 mm,15.5 in / 393.7 mm,17.5 in / 444.5 mm,3.5 in / 88.9 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,115 mm,Metric,,Tapered Adapter,Four-Bolt Pillow Block,,7.25 in/184.2 mm,12.5 in/317.5 mm,6.5 in/165 mm,15.5 in/393.7 mm,17.5 in/444.5 mm,3.5 in/88.9 mm,20 in/508 mm,5.51 in/140 mm,2 in/50.8 mm,0.875 in/24 mm,5.66 in/143.8 mm,2.83 in/71.9 mm,4.76 in/121 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,,
TA4DI26K115S,22226 ,115 mm,5-3/4 in / 146.1 mm,14.38 in / 365.1 mm,16.25 in / 412.8 mm,2-1/4 in / 57.2 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,115 mm,Metric,,Tapered Adapter,Four-Bolt Pillow Block,,5-3/4 in/146.1 mm,11 in/279.4 mm,6.5 in/165 mm,14.38 in/365.1 mm,16.25 in/412.8 mm,2-1/4 in/57.2 mm,19 in/482.6 mm,4 1/2 in/114.3 mm,2 in/50.8 mm,0.75 in/20 mm,4.83 in/122.7 mm,2.83 in/71.9 mm,4.76 in/121 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0040 in/0.102 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,,
TAPG28K125S,22228 ,125 mm,5.91 in / 150 mm,15.13 in / 384.3 mm,17.63 in / 447.8 mm,3.15 in / 80 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,125 mm,Metric,TAP28K125SB/TAPG28K125S/TAPG28K125SC/TAPG28K125SEB/TAPG28K125SEC/TAPG28K125SEM/TAPG28K125SEN/TAPG28K125SEO/TAPG28K125SET/TAPG28K125SM/TAPG28K125SO/TAPG28K125ST,Tapered Adapter,Four-Bolt Pillow Block,,5.91 in/150 mm,11.36 in/288.4 mm,7.09 in/180.1 mm,15.13 in/384.3 mm,17.63 in/447.8 mm,3.15 in/80 mm,19.7 in/500.4 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,5.57 in/141.5 mm,3.05 in/77.5 mm,5.16 in/131.1 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,0.0063,0.0079
TA4SD28K125S,22228 ,125 mm,7-1/2 in / 190.5 mm,17.75 in / 450.9 mm,19.75 in / 501.7 mm,3-3/4 in / 95.3 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,125 mm,Metric,,Tapered Adapter,Four-Bolt Pillow Block,,7-1/2 in/190.5 mm,13-1/2 in/342.9 mm,7.09 in/180 mm,17.75 in/450.9 mm,19.75 in/501.7 mm,3-3/4 in/95.3 mm,23 in/584.2 mm,6.01 in/152.7 mm,2 in/50.8 mm,1 in/24 mm,6.13 in/155.7 mm,3.05 in/77.5 mm,5.16 in/131 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,0.0063,0.0079
TA4DI28K125S,22228 ,125 mm,6-1/4 in / 158.8 mm,15.5 in / 393.7 mm,18.06 in / 458.7 mm,2-1/2 in / 63.5 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,125 mm,Metric,,Tapered Adapter,Four-Bolt Pillow Block,,6-1/4 in/158.8 mm,12.25 in/311.2 mm,7.09 in/180 mm,15.5 in/393.7 mm,18.06 in/458.7 mm,2-1/2 in/63.5 mm,20.5 in/520.7 mm,4.74 in/120.4 mm,2 in/50.8 mm,0.875 in/24 mm,5.3 in/134.6 mm,3.05 in/77.5 mm,5.16 in/131 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,0.0063,0.0079
TAPH28K125S,22228 ,125 mm,6 in / 152.4 mm,16 in / 406.4 mm,17.13 in / 435.1 mm,3.38 in / 85.9 mm,,,,Mounted Bearing,22228,125 mm,Metric,,Tapered Adapter,Four-Bolt Pillow Block,,6 in/152.4 mm,11.45 in/290.8 mm,7.09 in/180.01 mm,16 in/406.4 mm,17.13 in/435.1 mm,3.38 in/85.9 mm,19.7 in/500.4 mm,5.04 in/128 mm,2.04 in/51.8 mm,1 in/24 mm,5.57 in/141.5 mm,3.05 in/77.5 mm,5.16 in/131.1 mm,,,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063 in/0.160 mm,0.0079 in/0.201 mm,0.0063,0.0079
