Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension RVV,Dimension SVV,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QVVPH20V308S,22220 ,3 1/2 in,4.5 in / 114.3 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,3 1/2 in,Imperial,QVVPH20V308SB/QVVPH20V308SC/QVVPH20V308SEB/QVVPH20V308SEC/QVVPH20V308SEM/QVVPH20V308SEN/QVVPH20V308SEO/QVVPH20V308SET/QVVPH20V308SM/QVVPH20V308SN/QVVPH20V308SO/QVVPH20V308ST,Double V-Lock,Four-Bolt Pillow Block,0883450076302/0883450076319/0883450209175/0883450209328/0883450221603/0883450221757/0883450234030/0883450234184/0883450242776/0883450242929/0883450247733/0883450247887,4.5 in/114.3 mm,8.54 in/216.9 mm,4.9 in/124.5 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2.38 in/60.5 mm,15 in/381 mm,4.31 in/109.5 mm,1.65 in/41.9 mm,0.75 in/20 mm,4.47 in/113.5 mm,0.44 in/11.2 mm,4.63 in/117.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.109 mm,0.0055 in/0.140 mm
QVVPR19V308S,22219 ,3 1/2 in,3.75 in / 95.3 mm,9.25 in / 235 mm,11.25 in / 285.8 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,3 1/2 in,Imperial,QVVPR19V308SB/QVVPR19V308SC/QVVPR19V308SEB/QVVPR19V308SEC/QVVPR19V308SEM/QVVPR19V308SEN/QVVPR19V308SEO/QVVPR19V308SET/QVVPR19V308SM/QVVPR19V308SN/QVVPR19V308SO/QVVPR19V308ST,Double V-Lock,Four-Bolt Pillow Block,0883450175791/0883450175982/0883450176170/0883450176255/0883450176446/0883450176637/0883450204637/0883450204958/0883450217057/0883450217378/0883450229470/0883450229791,3.75 in/95.3 mm,7.69 in/195.3 mm,4.9 in/124.5 mm,9.25 in/235 mm,11.25 in/285.8 mm,2.38 in/60.5 mm,13.63 in/346.2 mm,3.75 in/95.3 mm,1.56 in/39.6 mm,0.75 in/20 mm,4.19 in/106.4 mm,0.57 in/14.5 mm,4.63 in/117.6 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPK20V308S,22220 ,3 1/2 in,5 in / 127 mm,12.5 in / 317.5 mm,14 in / 355.6 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,3 1/2 in,Imperial,QVVPK20V308SB/QVVPK20V308SC/QVVPK20V308SEB/QVVPK20V308SEC/QVVPK20V308SEM/QVVPK20V308SEN/QVVPK20V308SEO/QVVPK20V308SET/QVVPK20V308SM/QVVPK20V308SN/QVVPK20V308SO/QVVPK20V308ST,Double V-Lock,Four-Bolt Pillow Block,0883450077149/0883450077217/0883450209557/0883450209700/0883450221986/0883450222136/0883450234474/0883450234627/0883450243155/0883450243308/0883450248112/0883450248266,5 in/127 mm,9.44 in/239.8 mm,4.9 in/124.5 mm,12.5 in/317.5 mm,14 in/355.6 mm,3.5 in/88.9 mm,16.75 in/425.5 mm,5.5 in/139.7 mm,1.63 in/41.4 mm,0.875 in/24 mm,5.07 in/128.8 mm,0.35 in/8.9 mm,4.63 in/117.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.109 mm,0.0055 in/0.140 mm
QVVPX19V308S,22219 ,3 1/2 in,4 in / 101.6 mm,10.81 in / 274.6 mm,12.19 in / 309.6 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,3 1/2 in,Imperial,QVVPX19V308SB/QVVPX19V308SC/QVVPX19V308SEB/QVVPX19V308SEC/QVVPX19V308SEM/QVVPX19V308SEN/QVVPX19V308SEO/QVVPX19V308SET/QVVPX19V308SM/QVVPX19V308SN/QVVPX19V308SO/QVVPX19V308ST,Double V-Lock,Four-Bolt Pillow Block,0883450372312/0883450372329/0883450372336/0883450372343/0883450372350/0883450372367/0883450372374/0883450372381/0883450372398/0883450372404/0883450372411/0883450372428,4 in/101.6 mm,7.92 in/201.2 mm,4.9 in/124.5 mm,10.81 in/274.6 mm,12.19 in/309.6 mm,3 in/76.2 mm,15 in/381 mm,4.75 in/120.7 mm,1.5 in/38.1 mm,0.75 in/20 mm,4.69 in/119.1 mm,0.57 in/14.5 mm,4.63 in/117.6 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVPF22V311S,22222 ,3 11/16 in,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 11/16 in,Imperial,QVVPF22V311SB/QVVPF22V311SC/QVVPF22V311SEB/QVVPF22V311SEC/QVVPF22V311SEM/QVVPF22V311SEN/QVVPF22V311SEO/QVVPF22V311SET/QVVPF22V311SM/QVVPF22V311SN/QVVPF22V311SO/QVVPF22V311ST,Double V-Lock,Four-Bolt Pillow Block,0883450089210/0883450089548/0883450100557/0883450100922/0883450108669/0883450108768/0883450116169/0883450116350/0883450130813/0883450130882/0883450139304/0883450139373,4.25 in/108 mm,8.78 in/223 mm,5.5 in/139.7 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2-1/4 in/57.2 mm,14.88 in/378 mm,4.31 in/109.5 mm,1.4 in/35.6 mm,0.75 in/20 mm,4.72 in/119.9 mm,0.58 in/14.7 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPG22V311S,22222 ,3 11/16 in,4.92 in / 125 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 11/16 in,Imperial,QVVPG22V311SB/QVVPG22V311SC/QVVPG22V311SEB/QVVPG22V311SEC/QVVPG22V311SEM/QVVPG22V311SEN/QVVPG22V311SEO/QVVPG22V311SET/QVVPG22V311SM/QVVPG22V311SN/QVVPG22V311SO/QVVPG22V311ST,Double V-Lock,Four-Bolt Pillow Block,0883450147804/0883450148054/0883450152815/0883450152969/0883450175128/0883450175272/0883450184861/0883450185097/0883450276498/0883450277327/0883450282772/0883450282925,4.92 in/125 mm,9.38 in/238.3 mm,5.5 in/139.7 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2.75 in/69.9 mm,16.13 in/409.7 mm,4.75 in/120.7 mm,1.75 in/44.5 mm,0.75 in/20 mm,4.94 in/125.5 mm,0.57 in/14.5 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPH22V311S,22222 ,3 11/16 in,4.94 in / 125.5 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 11/16 in,Imperial,QVVPH22V311SB/QVVPH22V311SC/QVVPH22V311SM/QVVPH22V311SN/QVVPH22V311SO/QVVPH22V311ST,Double V-Lock,Four-Bolt Pillow Block,0883450148733/0883450153423/0883450176460/0883450185622/0883450279178/0883450283373,4.94 in/125.5 mm,9.38 in/238.3 mm,5.5 in/139.7 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2.75 in/69.9 mm,16 in/406.4 mm,4.75 in/120.7 mm,1.77 in/45 mm,0.75 in/20 mm,4.94 in/125.5 mm,0.57 in/14.5 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPK22V311S,22222 ,3 11/16 in,5-3/4 in / 146.1 mm,13.94 in / 354.1 mm,15.56 in / 395.2 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 11/16 in,Imperial,QVVPK22V311SB/QVVPK22V311SC/QVVPK22V311SEB/QVVPK22V311SEC/QVVPK22V311SEM/QVVPK22V311SEN/QVVPK22V311SEO/QVVPK22V311SET/QVVPK22V311SM/QVVPK22V311SN/QVVPK22V311SO/QVVPK22V311ST,Double V-Lock,Four-Bolt Pillow Block,0883450149532/0883450149686/0883450153942/0883450154031/0883450177030/0883450177122/0883450187145/0883450187237/0883450279697/0883450279789/0883450283892/0883450283984,5-3/4 in/146.1 mm,10.78 in/273.8 mm,5.5 in/139.7 mm,13.94 in/354.1 mm,15.56 in/395.2 mm,4 in/101.6 mm,18.5 in/469.9 mm,6-1/4 in/158.8 mm,1.8 in/45.7 mm,1 in/24 mm,5.45 in/138.4 mm,0.57 in/14.5 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPX22V311S,22222 ,3 11/16 in,5 in / 127 mm,12.5 in / 317.5 mm,14 in / 355.6 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 11/16 in,Imperial,QVVPX22V311SB/QVVPX22V311SC/QVVPX22V311SEB/QVVPX22V311SEC/QVVPX22V311SEM/QVVPX22V311SEN/QVVPX22V311SEO/QVVPX22V311SET/QVVPX22V311SM/QVVPX22V311SN/QVVPX22V311SO/QVVPX22V311ST,Double V-Lock,Four-Bolt Pillow Block,0883450372558/0883450372565/0883450372572/0883450372589/0883450372596/0883450372602/0883450372619/0883450372626/0883450372633/0883450372640/0883450372657/0883450372664,5 in/127 mm,9.44 in/239.8 mm,5.5 in/139.7 mm,12.5 in/317.5 mm,14 in/355.6 mm,3.5 in/88.9 mm,16.75 in/425.5 mm,5.5 in/139.7 mm,1.63 in/41.4 mm,0.875 in/24 mm,5.32 in/135.1 mm,0.6 in/15.2 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPR22V311S,22222 ,3 11/16 in,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 11/16 in,Imperial,QVVPR22V311SB/QVVPR22V311SC/QVVPR22V311SEB/QVVPR22V311SEC/QVVPR22V311SEM/QVVPR22V311SEN/QVVPR22V311SEO/QVVPR22V311SET/QVVPR22V311SM/QVVPR22V311SN/QVVPR22V311SO/QVVPR22V311ST,Double V-Lock,Four-Bolt Pillow Block,,4.25 in/108 mm,8.78 in/223 mm,5.5 in/139.62 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2-1/4 in/57.2 mm,14.88 in/378 mm,4.31 in/109.5 mm,1.4 in/35.6 mm,0.75 in/20 mm,4.67 in/118.7 mm,0.54 in/13.6 mm,5.03 in/127.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPF22V312S,22222 ,3 3/4 in,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 3/4 in,Imperial,QVVPF22V312SB/QVVPF22V312SC/QVVPF22V312SEB/QVVPF22V312SEC/QVVPF22V312SEM/QVVPF22V312SEN/QVVPF22V312SEO/QVVPF22V312SET/QVVPF22V312SM/QVVPF22V312SN/QVVPF22V312SO/QVVPF22V312ST,Double V-Lock,Four-Bolt Pillow Block,0883450089241/0883450089616/0883450100625/0883450100953/0883450108683/0883450108782/0883450116176/0883450116367/0883450130820/0883450130899/0883450139311/0883450139380,4.25 in/108 mm,8.78 in/223 mm,5.5 in/139.7 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2-1/4 in/57.2 mm,14.88 in/378 mm,4.31 in/109.5 mm,1.4 in/35.6 mm,0.75 in/20 mm,4.72 in/119.9 mm,0.58 in/14.7 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPG22V312S,22222 ,3 3/4 in,4.92 in / 125 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 3/4 in,Imperial,QVVPG22V312SB/QVVPG22V312SC/QVVPG22V312SEB/QVVPG22V312SEC/QVVPG22V312SEM/QVVPG22V312SEN/QVVPG22V312SEO/QVVPG22V312SET/QVVPG22V312SM/QVVPG22V312SN/QVVPG22V312SO/QVVPG22V312ST,Double V-Lock,Four-Bolt Pillow Block,0883450147835/0883450148061/0883450152822/0883450152976/0883450175135/0883450175289/0883450184878/0883450185103/0883450276504/0883450277334/0883450282789/0883450282932,4.92 in/125 mm,9.38 in/238.3 mm,5.5 in/139.7 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2.75 in/69.9 mm,16.13 in/409.7 mm,4.75 in/120.7 mm,1.75 in/44.5 mm,0.75 in/20 mm,4.94 in/125.5 mm,0.57 in/14.5 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPH22V312S,22222 ,3 3/4 in,4.94 in / 125.5 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 3/4 in,Imperial,QVVPH22V312SB/QVVPH22V312SC/QVVPH22V312SM/QVVPH22V312SN/QVVPH22V312SO/QVVPH22V312ST,Double V-Lock,Four-Bolt Pillow Block,0883450148740/0883450153430/0883450176477/0883450185639/0883450279185/0883450283380,4.94 in/125.5 mm,9.38 in/238.3 mm,5.5 in/139.7 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2.75 in/69.9 mm,16 in/406.4 mm,4.75 in/120.7 mm,1.77 in/45 mm,0.75 in/20 mm,4.94 in/125.5 mm,0.57 in/14.5 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPK22V312S,22222 ,3 3/4 in,5-3/4 in / 146.1 mm,13.94 in / 354.1 mm,15.56 in / 395.2 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 3/4 in,Imperial,QVVPK22V312SB/QVVPK22V312SC/QVVPK22V312SEB/QVVPK22V312SEC/QVVPK22V312SEM/QVVPK22V312SEN/QVVPK22V312SEO/QVVPK22V312SET/QVVPK22V312SM/QVVPK22V312SN/QVVPK22V312SO/QVVPK22V312ST,Double V-Lock,Four-Bolt Pillow Block,0883450149549/0883450149693/0883450153959/0883450154048/0883450177047/0883450177139/0883450187152/0883450187244/0883450279703/0883450279796/0883450283908/0883450283991,5-3/4 in/146.1 mm,10.78 in/273.8 mm,5.5 in/139.7 mm,13.94 in/354.1 mm,15.56 in/395.2 mm,4 in/101.6 mm,18.5 in/469.9 mm,6-1/4 in/158.8 mm,1.8 in/45.7 mm,1 in/24 mm,5.45 in/138.4 mm,0.57 in/14.5 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPX22V312S,22222 ,3 3/4 in,5 in / 127 mm,12.5 in / 317.5 mm,14 in / 355.6 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 3/4 in,Imperial,QVVPX22V312SB/QVVPX22V312SC/QVVPX22V312SEB/QVVPX22V312SEC/QVVPX22V312SEM/QVVPX22V312SEN/QVVPX22V312SEO/QVVPX22V312SET/QVVPX22V312SM/QVVPX22V312SN/QVVPX22V312SO/QVVPX22V312ST,Double V-Lock,Four-Bolt Pillow Block,0883450372671/0883450372688/0883450372695/0883450372701/0883450372718/0883450372725/0883450372732/0883450372749/0883450372756/0883450372763/0883450372770/0883450372787,5 in/127 mm,9.44 in/239.8 mm,5.5 in/139.7 mm,12.5 in/317.5 mm,14 in/355.6 mm,3.5 in/88.9 mm,16.75 in/425.5 mm,5.5 in/139.7 mm,1.63 in/41.4 mm,0.875 in/24 mm,5.32 in/135.1 mm,0.6 in/15.2 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPR22V312S,22222 ,3 3/4 in,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 3/4 in,Imperial,QVVPR22V312SB/QVVPR22V312SC/QVVPR22V312SEB/QVVPR22V312SEC/QVVPR22V312SEM/QVVPR22V312SEN/QVVPR22V312SEO/QVVPR22V312SET/QVVPR22V312SM/QVVPR22V312SN/QVVPR22V312SO/QVVPR22V312ST,Double V-Lock,Four-Bolt Pillow Block,,4.25 in/108 mm,8.78 in/223 mm,5.5 in/139.62 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2-1/4 in/57.2 mm,14.88 in/378 mm,4.31 in/109.5 mm,1.4 in/35.6 mm,0.75 in/20 mm,4.67 in/118.7 mm,0.54 in/13.6 mm,5.03 in/127.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPF22V315S,22222 ,3 15/16 in,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 15/16 in,Imperial,QVVPF22V315SB/QVVPF22V315SC/QVVPF22V315SEB/QVVPF22V315SEC/QVVPF22V315SEM/QVVPF22V315SEN/QVVPF22V315SEO/QVVPF22V315SET/QVVPF22V315SM/QVVPF22V315SN/QVVPF22V315SO/QVVPF22V315ST,Double V-Lock,Four-Bolt Pillow Block,0883450173919/0883450174107/0883450174299/0883450174374/0883450174565/0883450174756/0883450203920/0883450204309/0883450216340/0883450216722/0883450228763/0883450229142,4.25 in/108 mm,8.78 in/223 mm,5.5 in/139.7 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2-1/4 in/57.2 mm,14.88 in/378 mm,4.31 in/109.5 mm,1.4 in/35.6 mm,0.75 in/20 mm,4.72 in/119.9 mm,0.58 in/14.7 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPG22V315S,22222 ,3 15/16 in,4.92 in / 125 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 15/16 in,Imperial,QVVPG22V315SB/QVVPG22V315SC/QVVPG22V315SEB/QVVPG22V315SEC/QVVPG22V315SEM/QVVPG22V315SEN/QVVPG22V315SEO/QVVPG22V315SET/QVVPG22V315SM/QVVPG22V315SN/QVVPG22V315SO/QVVPG22V315ST,Double V-Lock,Four-Bolt Pillow Block,0883450076005/0883450076012/0883450208895/0883450209045/0883450221320/0883450221474/0883450233750/0883450233903/0883450242493/0883450242646/0883450247450/0883450247603,4.92 in/125 mm,9.38 in/238.3 mm,5.5 in/139.7 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2.75 in/69.9 mm,16.13 in/409.7 mm,4.75 in/120.7 mm,1.75 in/44.5 mm,0.75 in/20 mm,4.94 in/125.5 mm,0.57 in/14.5 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPH22V315S,22222 ,3 15/16 in,4.94 in / 125.5 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 15/16 in,Imperial,QVVPH22V315SB/QVVPH22V315SC/QVVPH22V315SEB/QVVPH22V315SEC/QVVPH22V315SEM/QVVPH22V315SEN/QVVPH22V315SEO/QVVPH22V315SET/QVVPH22V315SM/QVVPH22V315SN/QVVPH22V315SO/QVVPH22V315ST/QVVPH22V315STNG,Double V-Lock,Four-Bolt Pillow Block,0883450076340/0883450076357/0883450209199/0883450209342/0883450221627/0883450221771/0883450234054/0883450234207/0883450242790/0883450242943/0883450247757/0883450247900/0883450433976,4.94 in/125.5 mm,9.38 in/238.3 mm,5.5 in/139.7 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2.75 in/69.9 mm,16 in/406.4 mm,4.75 in/120.7 mm,1.77 in/45 mm,0.75 in/20 mm,4.94 in/125.5 mm,0.57 in/14.5 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPK22V315S,22222 ,3 15/16 in,5-3/4 in / 146.1 mm,13.94 in / 354.1 mm,15.56 in / 395.2 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 15/16 in,Imperial,QVVPK22V315SB/QVVPK22V315SC/QVVPK22V315SEB/QVVPK22V315SEC/QVVPK22V315SEM/QVVPK22V315SEN/QVVPK22V315SEO/QVVPK22V315SET/QVVPK22V315SM/QVVPK22V315SN/QVVPK22V315SO/QVVPK22V315ST,Double V-Lock,Four-Bolt Pillow Block,0883450077347/0883450077415/0883450209571/0883450209724/0883450222006/0883450222150/0883450234498/0883450234641/0883450243179/0883450243322/0883450248136/0883450248280,5-3/4 in/146.1 mm,10.78 in/273.8 mm,5.5 in/139.7 mm,13.94 in/354.1 mm,15.56 in/395.2 mm,4 in/101.6 mm,18.5 in/469.9 mm,6-1/4 in/158.8 mm,1.8 in/45.7 mm,1 in/24 mm,5.45 in/138.4 mm,0.57 in/14.5 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPX22V315S,22222 ,3 15/16 in,5 in / 127 mm,12.5 in / 317.5 mm,14 in / 355.6 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,3 15/16 in,Imperial,QVVPX22V315SB/QVVPX22V315SC/QVVPX22V315SEB/QVVPX22V315SEC/QVVPX22V315SEM/QVVPX22V315SEN/QVVPX22V315SEO/QVVPX22V315SET/QVVPX22V315SM/QVVPX22V315SN/QVVPX22V315SO/QVVPX22V315ST,Double V-Lock,Four-Bolt Pillow Block,0883450372794/0883450372800/0883450372817/0883450372824/0883450372831/0883450372848/0883450372855/0883450372862/0883450372879/0883450372886/0883450372893/0883450372909,5 in/127 mm,9.44 in/239.8 mm,5.5 in/139.7 mm,12.5 in/317.5 mm,14 in/355.6 mm,3.5 in/88.9 mm,16.75 in/425.5 mm,5.5 in/139.7 mm,1.63 in/41.4 mm,0.875 in/24 mm,5.32 in/135.1 mm,0.6 in/15.2 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
