Part Number,Shaft Size,Shaft Size Type,Dimension L,Dimension A,C90 Dynamic Load Rating,Max. Speed,Lubrication,Housing Coating,CAD,Shaft Size,Shaft Size Type,UPC Code,Lubrication,Housing Coating,Dimension B,Dimension L,Dimension A,Dimension J Min.,Dimension J Max.,Bolt Diameter,Dimension N,Dimension N1,Dimension H1,Dimension H2,Dimension d1,Dimension H,e,X (if Fa/Fr ≤ e),Y (if Fa/Fr ≤ e),X (if Fa/Fr > e),Y (if Fa/Fr > e),K Factor,C90 Dynamic Load Rating1,C0 Static Load Rating,Fa-max Maximum Permissible Thrust Load2,Fr-max Maximum Allowable Slip Fit Radial Load3,Max. Speed4,Note,Type E Closed Cover Number,Dimension Ac,Dimension d2,Type E Open Cover Number
E-P2B-TRB-2-SLJ,2 in,Imperial ,8-7/8 in,2-1/2 in,10300 lbf,3050 rpm,Solid Lube - Food Grade ,E-Coat ,,['2 in'],['Imperial'],,['Solid Lube - Food Grade'],['E-Coat'],['3-1/2 in'],['8-7/8 in'],['2-1/2 in'],['6-7/8 in'],['7-1/8 in'],['5/8 in'],['3/4 in'],['7/8 in'],['1-5/16 in'],['4-1/2 in'],['3-7/16 in'],['2-1/4 in'],['0.33'],['0.87'],['2.64'],['0.7'],['3.18'],['1.83'],['10300 lbf'],['43000 lbf'],['2590 lbf'],['8400 lbf'],['3050 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-2 3/16,2 3/16 in,Imperial ,9-5/8 in,2-5/8 in,10900 lbf,2730 rpm,Grease - Premium Industrial ,E-Coat ,,['2 3/16 in'],['Imperial'],['053893606781'],['Grease - Premium Industrial'],['E-Coat'],['3-3/4 in'],['9-5/8 in'],['2-5/8 in'],['7-5/8 in'],['7-7/8 in'],['5/8 in'],['3/4 in'],['7/8 in'],['1-1/2 in'],['5 in'],['3-3/4 in'],['2-1/2 in'],['0.36'],['0.87'],['2.38'],['0.7'],['2.87'],['1.65'],['10900 lbf'],['48200 lbf'],['3454 lbf'],['8900 lbf'],['2730 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-2 3/16-ECC,2 3/16 in,Imperial ,9-5/8 in,2-5/8 in,10900 lbf,2730 rpm,Grease - Premium Industrial ,E-Coat ,,['2 3/16 in'],['Imperial'],['0883450503990'],['Grease - Premium Industrial'],['E-Coat'],['3-3/4 in'],['9-5/8 in'],['2-5/8 in'],['7-5/8 in'],['7-7/8 in'],['5/8 in'],['3/4 in'],['7/8 in'],['1-1/2 in'],['5 in'],['3-3/4 in'],['2-1/2 in'],['0.36'],['0.87'],['2.38'],['0.7'],['2.87'],['1.65'],['10900 lbf'],['48200 lbf'],['3454 lbf'],['8900 lbf'],['2730 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-E'],['3.7 in'],['4.7 in'],
E-P2B-TRB-2 3/16-ECO/ECC,2 3/16 in,Imperial ,9-5/8 in,2-5/8 in,10900 lbf,2730 rpm,Grease - Premium Industrial ,E-Coat ,,['2 3/16 in'],['Imperial'],['0883450505628'],['Grease - Premium Industrial'],['E-Coat'],['3-3/4 in'],['9-5/8 in'],['2-5/8 in'],['7-5/8 in'],['7-7/8 in'],['5/8 in'],['3/4 in'],['7/8 in'],['1-1/2 in'],['5 in'],['3-3/4 in'],['2-1/2 in'],['0.36'],['0.87'],['2.38'],['0.7'],['2.87'],['1.65'],['10900 lbf'],['48200 lbf'],['3454 lbf'],['8900 lbf'],['2730 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-E'],['4.875 in'],['4.7 in'],['EUDR-2 3/16']
E-P2B-TRB-2 3/16-ECO/ECO,2 3/16 in,Imperial ,9-5/8 in,2-5/8 in,10900 lbf,2730 rpm,Grease - Premium Industrial ,E-Coat ,,['2 3/16 in'],['Imperial'],['0883450508858'],['Grease - Premium Industrial'],['E-Coat'],['3-3/4 in'],['9-5/8 in'],['2-5/8 in'],['7-5/8 in'],['7-7/8 in'],['5/8 in'],['3/4 in'],['7/8 in'],['1-1/2 in'],['5 in'],['3-3/4 in'],['2-1/2 in'],['0.36'],['0.87'],['2.38'],['0.7'],['2.87'],['1.65'],['10900 lbf'],['48200 lbf'],['3454 lbf'],['8900 lbf'],['2730 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['4.975 in'],['4.7 in'],['EUDR-2 3/16']
E-P2B-TRB-2 3/16-ECO,2 3/16 in,Imperial ,9-5/8 in,2-5/8 in,10900 lbf,2730 rpm,Grease - Premium Industrial ,E-Coat ,,['2 3/16 in'],['Imperial'],['0883450507226'],['Grease - Premium Industrial'],['E-Coat'],['3-3/4 in'],['9-5/8 in'],['2-5/8 in'],['7-5/8 in'],['7-7/8 in'],['5/8 in'],['3/4 in'],['7/8 in'],['1-1/2 in'],['5 in'],['3-3/4 in'],['2-1/2 in'],['0.36'],['0.87'],['2.38'],['0.7'],['2.87'],['1.65'],['10900 lbf'],['48200 lbf'],['3454 lbf'],['8900 lbf'],['2730 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['3.8 in'],['4.7 in'],['EUDR-2 3/16']
E-P2B-TRB-2 3/16-SLA,2 3/16 in,Imperial ,9-5/8 in,2-5/8 in,10900 lbf,2730 rpm,Solid Lube - Industrial ,E-Coat ,,['2 3/16 in'],['Imperial'],,['Solid Lube - Industrial'],['E-Coat'],['3-3/4 in'],['9-5/8 in'],['2-5/8 in'],['7-5/8 in'],['7-7/8 in'],['5/8 in'],['3/4 in'],['7/8 in'],['1-1/2 in'],['5 in'],['3-3/4 in'],['2-1/2 in'],['0.36'],['0.87'],['2.38'],['0.7'],['2.87'],['1.65'],['10900 lbf'],['48200 lbf'],['3454 lbf'],['8900 lbf'],['2730 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-2 3/16-SLJ,2 3/16 in,Imperial ,9-5/8 in,2-5/8 in,10900 lbf,2730 rpm,Solid Lube - Food Grade ,E-Coat ,,['2 3/16 in'],['Imperial'],,['Solid Lube - Food Grade'],['E-Coat'],['3-3/4 in'],['9-5/8 in'],['2-5/8 in'],['7-5/8 in'],['7-7/8 in'],['5/8 in'],['3/4 in'],['7/8 in'],['1-1/2 in'],['5 in'],['3-3/4 in'],['2-1/2 in'],['0.36'],['0.87'],['2.38'],['0.7'],['2.87'],['1.65'],['10900 lbf'],['48200 lbf'],['3454 lbf'],['8900 lbf'],['2730 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-2 1/4,2 1/4 in,Imperial ,10-1/2 in,2-7/8 in,11600 lbf,2420 rpm,Grease - Premium Industrial ,E-Coat ,,['2 1/4 in'],['Imperial'],['053893587431'],['Grease - Premium Industrial'],['E-Coat'],['4 in'],['10-1/2 in'],['2-7/8 in'],['8-3/8 in'],['8-5/8 in'],['5/8 in'],['3/4 in'],['7/8 in'],['1-5/8 in'],['5-23/32 in'],['4-1/16 in'],['2-3/4 in'],['0.40'],['0.87'],['2.17'],['0.7'],['2.63'],['1.51'],['11600 lbf'],['54000 lbf'],['3454 lbf'],['9500 lbf'],['2420 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-2 1/4-ECC,2 1/4 in,Imperial ,10-1/2 in,2-7/8 in,11600 lbf,2420 rpm,Grease - Premium Industrial ,E-Coat ,,['2 1/4 in'],['Imperial'],['0883450503969'],['Grease - Premium Industrial'],['E-Coat'],['4 in'],['10-1/2 in'],['2-7/8 in'],['8-3/8 in'],['8-5/8 in'],['5/8 in'],['3/4 in'],['7/8 in'],['1-5/8 in'],['5-23/32 in'],['4-1/16 in'],['2-3/4 in'],['0.40'],['0.87'],['2.17'],['0.7'],['2.63'],['1.51'],['11600 lbf'],['54000 lbf'],['3454 lbf'],['9500 lbf'],['2420 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-F'],['3.95 in'],['4.945 in'],
E-P2B-TRB-2 1/4-ECO/ECC,2 1/4 in,Imperial ,10-1/2 in,2-7/8 in,11600 lbf,2420 rpm,Grease - Premium Industrial ,E-Coat ,,['2 1/4 in'],['Imperial'],['0883450505598'],['Grease - Premium Industrial'],['E-Coat'],['4 in'],['10-1/2 in'],['2-7/8 in'],['8-3/8 in'],['8-5/8 in'],['5/8 in'],['3/4 in'],['7/8 in'],['1-5/8 in'],['5-23/32 in'],['4-1/16 in'],['2-3/4 in'],['0.40'],['0.87'],['2.17'],['0.7'],['2.63'],['1.51'],['11600 lbf'],['54000 lbf'],['3454 lbf'],['9500 lbf'],['2420 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-F'],['5.125 in'],['4.945 in'],['EUDR-2 1/4']
E-P2B-TRB-2 1/4-ECO/ECO,2 1/4 in,Imperial ,10-1/2 in,2-7/8 in,11600 lbf,2420 rpm,Grease - Premium Industrial ,E-Coat ,,['2 1/4 in'],['Imperial'],['0883450508827'],['Grease - Premium Industrial'],['E-Coat'],['4 in'],['10-1/2 in'],['2-7/8 in'],['8-3/8 in'],['8-5/8 in'],['5/8 in'],['3/4 in'],['7/8 in'],['1-5/8 in'],['5-23/32 in'],['4-1/16 in'],['2-3/4 in'],['0.40'],['0.87'],['2.17'],['0.7'],['2.63'],['1.51'],['11600 lbf'],['54000 lbf'],['3454 lbf'],['9500 lbf'],['2420 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['5.225 in'],['4.945 in'],['EUDR-2 1/4']
E-P2B-TRB-2 1/4-ECO,2 1/4 in,Imperial ,10-1/2 in,2-7/8 in,11600 lbf,2420 rpm,Grease - Premium Industrial ,E-Coat ,,['2 1/4 in'],['Imperial'],['0883450507196'],['Grease - Premium Industrial'],['E-Coat'],['4 in'],['10-1/2 in'],['2-7/8 in'],['8-3/8 in'],['8-5/8 in'],['5/8 in'],['3/4 in'],['7/8 in'],['1-5/8 in'],['5-23/32 in'],['4-1/16 in'],['2-3/4 in'],['0.40'],['0.87'],['2.17'],['0.7'],['2.63'],['1.51'],['11600 lbf'],['54000 lbf'],['3454 lbf'],['9500 lbf'],['2420 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['4.05 in'],['4.945 in'],['EUDR-2 1/4']
E-P2B-TRB-2 1/4-SLA,2 1/4 in,Imperial ,10-1/2 in,2-7/8 in,11600 lbf,2420 rpm,Solid Lube - Industrial ,E-Coat ,,['2 1/4 in'],['Imperial'],,['Solid Lube - Industrial'],['E-Coat'],['4 in'],['10-1/2 in'],['2-7/8 in'],['8-3/8 in'],['8-5/8 in'],['5/8 in'],['3/4 in'],['7/8 in'],['1-5/8 in'],['5-23/32 in'],['4-1/16 in'],['2-3/4 in'],['0.40'],['0.87'],['2.17'],['0.7'],['2.63'],['1.51'],['11600 lbf'],['54000 lbf'],['3454 lbf'],['9500 lbf'],['2420 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-2 1/4-SLJ,2 1/4 in,Imperial ,10-1/2 in,2-7/8 in,11600 lbf,2420 rpm,Solid Lube - Food Grade ,E-Coat ,,['2 1/4 in'],['Imperial'],,['Solid Lube - Food Grade'],['E-Coat'],['4 in'],['10-1/2 in'],['2-7/8 in'],['8-3/8 in'],['8-5/8 in'],['5/8 in'],['3/4 in'],['7/8 in'],['1-5/8 in'],['5-23/32 in'],['4-1/16 in'],['2-3/4 in'],['0.40'],['0.87'],['2.17'],['0.7'],['2.63'],['1.51'],['11600 lbf'],['54000 lbf'],['3454 lbf'],['9500 lbf'],['2420 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-2 7/16,2 7/16 in,Imperial ,10-1/2 in,2-7/8 in,11600 lbf,2420 rpm,Grease - Premium Industrial ,E-Coat ,,['2 7/16 in'],['Imperial'],['053893593920'],['Grease - Premium Industrial'],['E-Coat'],['4 in'],['10-1/2 in'],['2-7/8 in'],['8-3/8 in'],['8-5/8 in'],['5/8 in'],['3/4 in'],['7/8 in'],['1-5/8 in'],['5-23/32 in'],['4-1/16 in'],['2-3/4 in'],['0.40'],['0.87'],['2.17'],['0.7'],['2.63'],['1.51'],['11600 lbf'],['54000 lbf'],['3454 lbf'],['9500 lbf'],['2420 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-2 7/16-ECC,2 7/16 in,Imperial ,10-1/2 in,2-7/8 in,11600 lbf,2420 rpm,Grease - Premium Industrial ,E-Coat ,,['2 7/16 in'],['Imperial'],['0883450504010'],['Grease - Premium Industrial'],['E-Coat'],['4 in'],['10-1/2 in'],['2-7/8 in'],['8-3/8 in'],['8-5/8 in'],['5/8 in'],['3/4 in'],['7/8 in'],['1-5/8 in'],['5-23/32 in'],['4-1/16 in'],['2-3/4 in'],['0.40'],['0.87'],['2.17'],['0.7'],['2.63'],['1.51'],['11600 lbf'],['54000 lbf'],['3454 lbf'],['9500 lbf'],['2420 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-F'],['3.95 in'],['4.945 in'],
E-P2B-TRB-2 7/16-ECO/ECC,2 7/16 in,Imperial ,10-1/2 in,2-7/8 in,11600 lbf,2420 rpm,Grease - Premium Industrial ,E-Coat ,,['2 7/16 in'],['Imperial'],['0883450505642'],['Grease - Premium Industrial'],['E-Coat'],['4 in'],['10-1/2 in'],['2-7/8 in'],['8-3/8 in'],['8-5/8 in'],['5/8 in'],['3/4 in'],['7/8 in'],['1-5/8 in'],['5-23/32 in'],['4-1/16 in'],['2-3/4 in'],['0.40'],['0.87'],['2.17'],['0.7'],['2.63'],['1.51'],['11600 lbf'],['54000 lbf'],['3454 lbf'],['9500 lbf'],['2420 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-F'],['5.125 in'],['4.945 in'],['EUDR-2 7/16']
